label,side,entry_time,exit_time,entry,exit,reason,pnl_pct,bars_held
5m+30m|thr18,long,2021-01-14 02:15:00,2021-01-14 02:30:00,1.21655,1.21663,score,0.23333333333352765,3
5m+30m|thr18,long,2021-01-14 03:15:00,2021-01-14 03:25:00,1.2167299999999999,1.21672,score,-0.023624017956991036,2
5m+30m|thr18,short,2021-01-14 07:10:00,2021-01-14 07:20:00,1.2147000000000001,1.21487,score,-0.4760461240924826,2
5m+30m|thr18,short,2021-01-14 07:55:00,2021-01-14 07:55:00,1.21498,1.2154449999999999,sl,-0.9973366319128407,0
5m+30m|thr18,short,2021-01-14 08:05:00,2021-01-14 08:35:00,1.21512,1.21528,score,-0.29847418555043886,6
5m+30m|thr18,short,2021-01-14 09:15:00,2021-01-14 09:40:00,1.21472,1.21479,score,-0.12367832734147824,5
5m+30m|thr18,short,2021-01-14 11:00:00,2021-01-14 11:20:00,1.21578,1.2154,score,0.371735185449449,4
5m+30m|thr18,long,2021-01-14 11:35:00,2021-01-14 11:50:00,1.2160199999999999,1.2161600000000001,score,0.15764008320693249,3
5m+30m|thr18,long,2021-01-14 12:35:00,2021-01-14 12:55:00,1.21625,1.21649,score,0.353125279849949,4
5m+30m|thr18,long,2021-01-14 13:10:00,2021-01-14 13:20:00,1.21613,1.2155782142857143,sl,-0.9919667459498565,2
5m+30m|thr18,long,2021-01-14 13:30:00,2021-01-14 13:35:00,1.21545,1.2153800000000001,score,-0.11256212127695213,1
5m+30m|thr18,short,2021-01-14 17:25:00,2021-01-14 17:30:00,1.21195,1.21277,score,-0.8482846199280515,1
5m+30m|thr18,short,2021-01-14 18:05:00,2021-01-14 18:15:00,1.21358,1.2144489285714286,sl,-0.9724386110783076,2
5m+30m|thr18,long,2021-01-14 18:55:00,2021-01-14 18:55:00,1.21556,1.2153800000000001,score,-0.19509769577129912,0
5m+30m|thr18,long,2021-01-14 19:35:00,2021-01-14 20:00:00,1.21542,1.21624,score,1.1956164864124694,5
5m+30m|thr18,long,2021-01-14 20:25:00,2021-01-14 20:25:00,1.2162199999999999,1.21546,score,-0.6454464953525458,0
5m+30m|thr18,long,2021-01-14 21:00:00,2021-01-14 21:10:00,1.2151399999999999,1.21533,score,0.15017614732517173,2
5m+30m|thr18,long,2021-01-14 22:45:00,2021-01-14 22:55:00,1.2163199999999998,1.2163300000000001,score,0.022694696703349754,2
5m+30m|thr18,long,2021-01-14 23:40:00,2021-01-14 23:55:00,1.21569,1.2152442857142858,sl,-0.9679936563606961,3
5m+30m|thr18,short,2021-01-15 05:40:00,2021-01-15 05:50:00,1.2151800000000001,1.2150999999999998,score,0.24173679418392605,2
5m+30m|thr18,short,2021-01-15 06:25:00,2021-01-15 06:25:00,1.21451,1.2148057142857143,sl,-0.9607310877389287,0
5m+30m|thr18,short,2021-01-15 09:00:00,2021-01-15 09:10:00,1.2136900000000002,1.2141132142857145,sl,-0.9511237768615394,2
5m+30m|thr18,short,2021-01-15 09:35:00,2021-01-15 09:45:00,1.2143300000000001,1.21387,score,0.8352596076805522,2
5m+30m|thr18,short,2021-01-15 10:20:00,2021-01-15 10:50:00,1.21248,1.21252,score,-0.047540703815521404,6
5m+30m|thr18,short,2021-01-15 12:45:00,2021-01-15 12:45:00,1.21371,1.2134099999999999,score,0.3881125896015042,0
5m+30m|thr18,short,2021-01-15 15:50:00,2021-01-15 15:50:00,1.2121,1.212,score,0.11616355053422957,0
5m+30m|thr18,short,2021-01-15 16:25:00,2021-01-15 16:40:00,1.2112500000000002,1.2114,score,-0.14462613477758712,3
5m+30m|thr18,short,2021-01-15 18:50:00,2021-01-15 19:00:00,1.20968,1.2100199999999999,score,-0.381876300181643,2
5m+30m|thr18,short,2021-01-15 19:55:00,2021-01-15 20:00:00,1.20902,1.2088299999999998,score,0.3060668433199242,1
5m+30m|thr18,short,2021-01-15 20:20:00,2021-01-15 20:25:00,1.2087,1.2083599999999999,score,0.6231040434389524,1
5m+30m|thr18,short,2021-01-15 22:10:00,2021-01-15 22:25:00,1.20791,1.20801,score,-0.23298313258183356,3
5m+30m|thr18,short,2021-01-15 23:10:00,2021-01-15 23:10:00,1.20781,1.20783,score,-0.056486121510915366,0
5m+30m|thr18,short,2021-01-15 23:35:00,2021-01-15 23:45:00,1.20756,1.20757,score,-0.031406813946550864,2
5m+30m|thr18,short,2021-01-18 00:00:00,2021-01-18 00:00:00,1.20807,1.20777,score,1.0171031016875276,0
5m+30m|thr18,short,2021-01-18 00:40:00,2021-01-18 00:40:00,1.2077900000000001,1.2078799999999998,score,-0.2310649610492087,0
5m+30m|thr18,short,2021-01-18 01:35:00,2021-01-18 01:35:00,1.20794,1.20762,score,0.8411665420274687,0
5m+30m|thr18,short,2021-01-18 04:05:00,2021-01-18 04:25:00,1.20791,1.20797,score,-0.12653687853720866,4
