n_trades,total_return_pct,cagr_pct,max_dd_pct,sharpe,win_rate_pct,profit_factor,avg_bars,avg_duration_min,final_equity,variant,score,pct_tp,pct_sl,pct_signal,symbol,combo
287,-35.53963917257729,-7.862031604553954,-38.356888682874654,-0.81899680993511,32.05574912891986,0.7554503132663124,11.059233449477352,55.29616724738676,64460.360827422715,B_hard_sltp_only,-1.3659386096210628,32.05574912891986,67.94425087108013,0.0,GBPUSD,5m+30m
289,-44.45049261050647,-10.383026489557379,-45.6776545778807,-1.2786549965414873,27.68166089965398,0.6311181632482352,7.176470588235294,35.88235294117647,55549.50738949353,D_soft_min4,-2.4270681641522374,22.837370242214533,51.21107266435986,25.951557093425603,GBPUSD,5m+30m
176,-36.744682100425976,-8.1856901877568,-38.80162740164844,-1.299980255959961,26.136363636363637,0.5548671420191712,7.426136363636363,37.13068181818181,63255.31789957402,H_htf0.55_soft,-2.340067472524399,20.454545454545457,51.13636363636363,28.40909090909091,GBPUSD,5m+30m
46,-9.352482893357939,-1.8147106963831705,-12.254724517582972,-0.7969185095375616,21.73913043478261,0.4665647434871428,2.9347826086956523,44.02173913043478,90647.51710664206,A_baseline,-0.8525176825534418,8.695652173913043,13.043478260869565,78.26086956521739,GBPUSD,15m+1h
44,3.688259095665991,0.6778041048419059,-11.736115703578044,0.19297352837080628,40.909090909090914,1.1316760760304534,14.886363636363637,223.29545454545456,103688.25909566598,B_hard_sltp_only,2.8064217994354532,40.909090909090914,59.09090909090909,0.0,GBPUSD,15m+1h
45,-5.328229121755967,-1.016029510836769,-12.013141397433081,-0.30981782327188795,31.11111111111111,0.7675392110603411,8.222222222222221,123.33333333333331,94671.77087824403,D_soft_min4,0.8457268530377916,22.22222222222222,40.0,37.77777777777778,GBPUSD,15m+1h
26,-4.73516239802918,-0.9006715131908427,-9.400242369054501,-0.3983071592646544,23.076923076923077,0.6478303982449553,7.269230769230769,109.03846153846153,95264.83760197082,H_htf0.55_soft,0.48158597820339244,19.230769230769234,34.61538461538461,46.15384615384615,GBPUSD,15m+1h
72,-0.22971166063892046,-0.042982501799282424,-12.991407731595562,0.007227589446547752,34.72222222222222,0.9926057770259762,2.6944444444444446,80.83333333333334,99770.28833936108,A_baseline,2.04342211939532,23.61111111111111,23.61111111111111,52.77777777777778,GBPUSD,30m+4h
68,3.481988010565118,0.6418987832008671,-9.358637338691,0.15771894484212676,39.705882352941174,1.081902208921866,8.617647058823529,258.52941176470586,103481.98801056511,B_hard_sltp_only,2.73453394963133,39.705882352941174,60.29411764705882,0.0,GBPUSD,30m+4h
69,2.0830470361255626,0.3861485851967439,-8.297415621204962,0.10916588577016112,34.78260869565217,1.0560529025675258,5.681159420289855,170.43478260869566,102083.04703612557,D_soft_min4,2.6049799314987894,33.33333333333333,43.47826086956522,23.18840579710145,GBPUSD,30m+4h
41,-4.369169402467843,-0.8316761792938387,-10.747408227125677,-0.23616431626635298,29.268292682926827,0.8091137937857138,5.317073170731708,159.51219512195124,95630.83059753216,H_htf0.55_soft,1.1432548450628042,26.82926829268293,46.34146341463415,26.82926829268293,GBPUSD,30m+4h
49,-2.652515851057602,-0.5072087886640708,-8.674449074173419,-0.16600445752261708,28.57142857142857,0.8540162694152033,2.693877551020408,161.6326530612245,97347.4841489424,A_baseline,1.4984669492644966,16.3265306122449,22.448979591836736,61.224489795918366,GBPUSD,1h+1d
48,-10.443564188212095,-2.064740946186605,-17.547490552831224,-0.5545460198964156,29.166666666666668,0.689479985924032,9.145833333333334,548.75,89556.4358117879,B_hard_sltp_only,-0.08503595593989836,29.166666666666668,70.83333333333334,0.0,GBPUSD,1h+1d
49,-6.706748127186901,-1.3045457654921933,-12.685554683770562,-0.3672542938197942,32.6530612244898,0.7565246284209955,6.3061224489795915,378.3673469387755,93293.2518728131,D_soft_min4,0.6712304329182334,24.489795918367346,44.89795918367347,30.612244897959183,GBPUSD,1h+1d
29,-2.4408914407414994,-0.46633375155836765,-7.304948892591401,-0.1743609868718562,34.48275862068966,0.8363675640320487,6.586206896551724,395.17241379310343,97559.1085592585,H_htf0.55_soft,1.477257806396002,24.137931034482758,41.37931034482759,34.48275862068966,GBPUSD,1h+1d
