n_trades,win_rate,avg_win,avg_loss,profit_factor,total_return_pct,buy_hold_pct,max_dd_pct,sharpe,avg_bars,final_equity,label,combo,entry_thr,symbol
3995,40.200250312891114,0.29208254885111334,-0.23613492862407232,0.8315239627478519,-95.04177102802086,89.44441315082896,-95.04177102802086,-1.9813792315928476,1.88360450563204,4958.228971979136,5m+30m|thr18,5m+30m,18.0,US30
3503,39.53753925206966,0.3217215056356194,-0.2552399829443523,0.8242428779286046,-95.01399857080526,89.44441315082896,-95.19982510122372,-2.0786835380285664,1.9123608335712248,4986.00142919474,5m+30m|thr25,5m+30m,25.0,US30
3705,41.88933873144399,0.20388192681260325,-0.19111617646956575,0.7690046540781365,-95.04837752581476,90.52116771781411,-95.05249912928574,-2.023740757814444,1.9797570850202428,4951.622474185242,5m+1h|thr18,5m+1h,18.0,US30
3365,41.84249628528975,0.23182625533800152,-0.21534714681088213,0.7745247981904216,-95.0229987929901,90.52116771781411,-95.0229987929901,-2.133586051743702,1.9658246656760772,4977.001207009914,5m+1h|thr25,5m+1h,25.0,US30
