symbol,name,base,htf,entry_thr,exit_mode,exit_thr,htf_m_min,sl_atr,tp_atr,trail_atr,be_at_r,sides,session,n,ret,pf,wr,dd,sharpe,avg_bars,final,score
EURUSD,30min+4h_e25_neg_hm12_s2.0_t4.0_long,30min,4h,25.0,neg,10.0,12.0,2.0,4.0,0.0,0.0,long,all,1072,-52.49922457777284,0.7671421760379472,41.6044776119403,-56.026649840636885,-1.239467940876797,2.908582089552239,47500.77542222716,-23.123179536641523
EURUSD,30min+4h_e25_neg_hm25_s1.5_t2.5_both,30min,4h,25.0,neg,10.0,25.0,1.5,2.5,0.0,0.0,both,all,1358,-74.90852511625754,0.7781676742776955,40.79528718703976,-76.89554531829178,-1.7153403047069653,2.881443298969072,25091.474883742463,-24.826743631687734
EURUSD,30min+4h_e25_neg_hm25_s1.5_t2.5_long,30min,4h,25.0,neg,10.0,25.0,1.5,2.5,0.0,0.0,long,all,775,-40.831472125327565,0.8167841097749914,42.70967741935484,-42.72820477791255,-0.8794581810423621,2.5612903225806454,59168.527874672436,-21.819614073255668
EURUSD,30min+4h_e25_neg_hm25_s1.5_t3.5_both,30min,4h,25.0,neg,10.0,25.0,1.5,3.5,0.0,0.0,both,all,1353,-75.62056015329644,0.7778904502494033,39.98521803399852,-77.94453775878968,-1.642027608824325,3.0051736881005175,24379.439846703568,-24.897877790859937
EURUSD,30min+4h_e25_neg_hm25_s1.5_t3.5_long,30min,4h,25.0,neg,10.0,25.0,1.5,3.5,0.0,0.0,long,all,770,-45.835695005616216,0.7912527993932825,41.55844155844156,-48.785883504505314,-0.9608340082565585,2.7025974025974024,54164.30499438378,-22.447982154306494
EURUSD,30min+4h_e25_neg_hm25_s2.0_t4.0_both,30min,4h,25.0,neg,10.0,25.0,2.0,4.0,0.0,0.0,both,all,1325,-67.65921505661444,0.7618103219975686,41.660377358490564,-70.3631024152887,-1.6481206401593183,3.3532075471698115,32340.78494338556,-24.316366893882204
EURUSD,30min+4h_e25_neg_hm25_s2.0_t4.0_long,30min,4h,25.0,neg,10.0,25.0,2.0,4.0,0.0,0.0,long,all,750,-37.249834222213266,0.7910660854424103,42.666666666666664,-41.93107123959558,-0.9280379487217032,3.042666666666667,62750.16577778674,-21.781627927948882
EURUSD,30min+4h_e35_zero_hm0_s1.5_t2.5_both,30min,4h,35.0,zero,0.0,0.0,1.5,2.5,0.0,0.0,both,all,2021,-80.167499089812,0.8369587592749848,41.90994557149926,-80.7887006479516,-1.723071285518918,2.1444829292429493,19832.500910188002,-25.045851091323083
EURUSD,30min+4h_e35_zero_hm0_s1.5_t2.5_long,30min,4h,35.0,zero,0.0,0.0,1.5,2.5,0.0,0.0,long,all,1464,-51.923671916137614,0.865025030894559,42.89617486338798,-57.30313400671465,-0.9814151219411543,1.5710382513661203,48076.32808386238,-22.878632342589427
EURUSD,30min+4h_e35_zero_hm0_s1.5_t3.5_both,30min,4h,35.0,zero,0.0,0.0,1.5,3.5,0.0,0.0,both,all,1986,-80.17185544247644,0.8360243975150227,41.49043303121853,-81.01661937504218,-1.6741996567858979,2.2089627391742197,19828.144557523563,-25.05747799891319
EURUSD,30min+4h_e35_zero_hm0_s1.5_t3.5_long,30min,4h,35.0,zero,0.0,0.0,1.5,3.5,0.0,0.0,long,all,1454,-55.518840651152544,0.8534364174968235,42.36588720770289,-62.00994200677024,-1.0558114831601317,1.6506189821182944,44481.159348847454,-23.267560262574854
EURUSD,30min+4h_e35_zero_hm0_s2.0_t4.0_both,30min,4h,35.0,zero,0.0,0.0,2.0,4.0,0.0,0.0,both,all,2548,-80.01865929625438,0.8168575353201799,43.445839874411305,-81.20594271311604,-1.8537672974112511,2.4187598116169546,19981.34070374561,-25.10684024207437
EURUSD,30min+4h_e35_zero_hm0_s2.0_t4.0_long,30min,4h,35.0,zero,0.0,0.0,2.0,4.0,0.0,0.0,long,all,1432,-42.744008749317516,0.859915836017417,43.78491620111732,-50.07456046326693,-0.9185796337983657,1.8268156424581006,57255.99125068248,-22.140822629157384
EURUSD,30min+4h_e35_zero_hm12_s1.5_t2.5_both,30min,4h,35.0,zero,0.0,12.0,1.5,2.5,0.0,0.0,both,all,1682,-77.98875499897638,0.7955931624542983,41.85493460166469,-79.19006816064768,-1.842312795811765,2.109393579072533,22011.245001023624,-24.998170020249216
EURUSD,30min+4h_e35_zero_hm12_s1.5_t2.5_long,30min,4h,35.0,zero,0.0,12.0,1.5,2.5,0.0,0.0,long,all,984,-46.37773867945012,0.8093798294417947,42.3780487804878,-50.95364053832696,-1.0518024813396156,1.608739837398374,53622.26132054988,-22.569805595106597
EURUSD,30min+4h_e35_zero_hm12_s1.5_t3.5_both,30min,4h,35.0,zero,0.0,12.0,1.5,3.5,0.0,0.0,both,all,1674,-78.57306979564346,0.795140642473101,41.39784946236559,-80.09875639779985,-1.800221391244928,2.1684587813620073,21426.93020435653,-25.059021441554982
EURUSD,30min+4h_e35_zero_hm12_s1.5_t3.5_long,30min,4h,35.0,zero,0.0,12.0,1.5,3.5,0.0,0.0,long,all,976,-46.890214325820544,0.8093089747881399,41.80327868852459,-52.25195145580391,-1.0152609062526465,1.6782786885245902,53109.78567417945,-22.64241419429463
EURUSD,30min+4h_e35_zero_hm12_s2.0_t4.0_both,30min,4h,35.0,zero,0.0,12.0,2.0,4.0,0.0,0.0,both,all,1658,-71.55672145151182,0.7719970800716655,42.882991556091675,-73.308942972034,-1.8444860733942117,2.371531966224367,28443.278548488175,-24.56463387676267
EURUSD,30min+4h_e35_zero_hm12_s2.0_t4.0_long,30min,4h,35.0,zero,0.0,12.0,2.0,4.0,0.0,0.0,long,all,967,-37.75745901533053,0.8136543403005423,42.916235780765255,-45.17349116839695,-0.9510960814319573,1.8335056876938987,62242.540984669475,-21.90974627874568
EURUSD,30min+4h_e35_zero_hm25_s1.5_t2.5_both,30min,4h,35.0,zero,0.0,25.0,1.5,2.5,0.0,0.0,both,all,1170,-66.03090851556411,0.775726187642831,42.05128205128205,-68.1012344903429,-1.5343489899062153,2.123931623931624,33969.0914844359,-24.125970251129203
EURUSD,30min+4h_e35_zero_hm25_s1.5_t2.5_long,30min,4h,35.0,zero,0.0,25.0,1.5,2.5,0.0,0.0,long,all,684,-35.97079819536068,0.7973331775552889,43.12865497076023,-41.47763723361938,-0.8891909135353246,1.6374269005847952,64029.20180463933,-21.638390843573966
EURUSD,30min+4h_e35_zero_hm25_s1.5_t3.5_both,30min,4h,35.0,zero,0.0,25.0,1.5,3.5,0.0,0.0,both,all,1166,-67.2950235296848,0.7703560513818181,41.42367066895369,-69.63057757524336,-1.5076655370040277,2.192109777015437,32704.976470315203,-24.25113391574258
EURUSD,30min+4h_e35_zero_hm25_s1.5_t3.5_long,30min,4h,35.0,zero,0.0,25.0,1.5,3.5,0.0,0.0,long,all,680,-36.61343095231098,0.7958587089746583,42.35294117647059,-42.95372983128091,-0.8461555787817788,1.7161764705882352,63386.56904768902,-21.6622730270797
EURUSD,30min+4h_e35_zero_hm25_s2.0_t4.0_both,30min,4h,35.0,zero,0.0,25.0,2.0,4.0,0.0,0.0,both,all,1155,-57.23001833156679,0.766499687098766,42.857142857142854,-61.51894014810551,-1.4370831901466377,2.406926406926407,42769.98166843321,-23.533709121439976
EURUSD,30min+4h_e35_zero_hm25_s2.0_t4.0_long,30min,4h,35.0,zero,0.0,25.0,2.0,4.0,0.0,0.0,long,all,674,-26.38123436556883,0.8208672498529774,43.323442136498514,-35.74299994498216,-0.7032240238494598,1.8753709198813056,73618.76563443117,-20.687637283563785
EURUSD,30min+4h_e35_hard_hm0_s1.5_t2.5_both,30min,4h,35.0,hard,0.0,0.0,1.5,2.5,0.0,0.0,both,all,1616,-80.07075822492102,0.8493120474143094,34.34405940594059,-80.28860515067285,-1.2367841225253737,9.715965346534654,19929.24177507898,-24.991094416487982
EURUSD,30min+4h_e35_hard_hm0_s1.5_t2.5_long,30min,4h,35.0,hard,0.0,0.0,1.5,2.5,0.0,0.0,long,all,1116,-42.82204571220345,0.9157903584763828,36.02150537634409,-52.52331641100311,-0.4779297713167882,9.82347670250896,57177.95428779655,-21.44123324571249
EURUSD,30min+4h_e35_hard_hm0_s1.5_t3.5_both,30min,4h,35.0,hard,0.0,0.0,1.5,3.5,0.0,0.0,both,all,1423,-80.07265372680521,0.8422717675423315,27.687983134223472,-80.07372153749105,-1.121417471271613,12.756148981026001,19927.346273194787,-25.000175591716022
EURUSD,30min+4h_e35_hard_hm0_s1.5_t3.5_long,30min,4h,35.0,hard,0.0,0.0,1.5,3.5,0.0,0.0,long,all,1006,-51.28758421477286,0.8914813764507832,28.52882703777336,-55.57397784250765,-0.5619526944110962,13.201789264413518,48712.41578522714,-22.088688082780905
EURUSD,30min+4h_e35_hard_hm0_s2.0_t4.0_both,30min,4h,35.0,hard,0.0,0.0,2.0,4.0,0.0,0.0,both,all,1647,-73.3828577342128,0.866651901951724,31.754705525197327,-76.52140448820815,-0.9028112244254766,18.593806921675775,26617.1422657872,-24.383757570655742
EURUSD,30min+4h_e35_hard_hm0_s2.0_t4.0_long,30min,4h,35.0,hard,0.0,0.0,2.0,4.0,0.0,0.0,long,all,861,-47.417087368657704,0.8887196428675361,31.823461091753774,-52.274569669729885,-0.6024012408804092,19.48664343786295,52582.9126313423,-21.869469035687278
EURUSD,30min+4h_e35_hard_hm12_s1.5_t2.5_both,30min,4h,35.0,hard,0.0,12.0,1.5,2.5,0.0,0.0,both,all,1404,-64.51139555200041,0.8820133533700136,35.18518518518518,-70.42015077899937,-0.8070049673753031,10.223646723646723,35488.6044479996,-23.60273592087791
EURUSD,30min+4h_e35_hard_hm12_s1.5_t2.5_long,30min,4h,35.0,hard,0.0,12.0,1.5,2.5,0.0,0.0,long,all,780,-42.96971409683383,0.8763396363658553,35.256410256410255,-53.89089714885098,-0.6017180355420853,10.447435897435897,57030.28590316617,-21.78615241222588
EURUSD,30min+4h_e35_hard_hm12_s1.5_t3.5_both,30min,4h,35.0,hard,0.0,12.0,1.5,3.5,0.0,0.0,both,all,1009,-80.18426358588138,0.8019386953161125,25.867195242814667,-82.0167165631059,-1.3738980024383016,13.251734390485629,19815.73641411862,-25.183192467669212
EURUSD,30min+4h_e35_hard_hm12_s1.5_t3.5_long,30min,4h,35.0,hard,0.0,12.0,1.5,3.5,0.0,0.0,long,all,724,-60.91348069159146,0.7954207528054348,26.65745856353591,-67.46931199994242,-0.9489068928603714,13.787292817679559,39086.51930840855,-23.770120164938326
EURUSD,30min+4h_e35_hard_hm12_s2.0_t4.0_both,30min,4h,35.0,hard,0.0,12.0,2.0,4.0,0.0,0.0,both,all,1180,-65.04910089600078,0.860122651119507,31.10169491525424,-71.85487438191691,-0.8475347214623641,19.59406779661017,34950.899103999225,-23.797154465511486
EURUSD,30min+4h_e35_hard_hm12_s2.0_t4.0_long,30min,4h,35.0,hard,0.0,12.0,2.0,4.0,0.0,0.0,long,all,636,-40.30387020345388,0.8715303729290828,31.28930817610063,-52.11730533621488,-0.5685483924069581,20.52672955974843,59696.12979654612,-21.570843677874482
EURUSD,30min+4h_e35_hard_hm25_s1.5_t2.5_both,30min,4h,35.0,hard,0.0,25.0,1.5,2.5,0.0,0.0,both,all,1023,-58.79661676113677,0.8609763904573339,34.79960899315738,-62.647117013110446,-0.8374275031754895,10.340175953079179,41203.383238863236,-23.16144962958979
EURUSD,30min+4h_e35_hard_hm25_s1.5_t2.5_long,30min,4h,35.0,hard,0.0,25.0,1.5,2.5,0.0,0.0,long,all,576,-29.984122321503648,0.8912810459785593,35.59027777777778,-41.44121528485641,-0.4364436417273332,10.868055555555555,70015.87767849636,-20.483476351899004
EURUSD,30min+4h_e35_hard_hm25_s1.5_t3.5_both,30min,4h,35.0,hard,0.0,25.0,1.5,3.5,0.0,0.0,both,all,974,-67.89275627359808,0.8450425911009645,27.207392197125255,-71.36888221381685,-0.9423687603446114,13.503080082135524,32107.24372640193,-24.071412202261104
EURUSD,30min+4h_e35_hard_hm25_s1.5_t3.5_long,30min,4h,35.0,hard,0.0,25.0,1.5,3.5,0.0,0.0,long,all,538,-39.08382183900674,0.858324269581344,27.695167286245354,-46.18043428048715,-0.5407453090379184,14.128252788104088,60916.178160993266,-21.275877534383273
EURUSD,30min+4h_e35_hard_hm25_s2.0_t4.0_both,30min,4h,35.0,hard,0.0,25.0,2.0,4.0,0.0,0.0,both,all,891,-43.77380424443237,0.9118744665156081,31.874298540965206,-50.320944771657096,-0.5087623278456375,19.949494949494948,56226.195755567634,-21.447247286123016
EURUSD,30min+4h_e35_hard_hm25_s2.0_t4.0_long,30min,4h,35.0,hard,0.0,25.0,2.0,4.0,0.0,0.0,long,all,485,-18.78915010155443,0.9357292626720718,32.371134020618555,-27.255045046289116,-0.22863080165774913,21.32783505154639,81210.84989844557,-19.045390851720185
EURUSD,30min+4h_e35_neg_hm0_s1.5_t2.5_both,30min,4h,35.0,neg,10.0,0.0,1.5,2.5,0.0,0.0,both,all,1903,-80.02607545403431,0.8401385003710568,40.72517078297425,-80.90051389627152,-1.686641312814957,2.6815554387808724,19973.924545965685,-25.03671732308459
EURUSD,30min+4h_e35_neg_hm0_s1.5_t2.5_long,30min,4h,35.0,neg,10.0,0.0,1.5,2.5,0.0,0.0,long,all,1423,-51.285788732243965,0.8755596138472225,42.44553759662684,-56.90414299440232,-0.9277654039847133,1.9859451862262825,48714.21126775603,-22.730346340424866
EURUSD,30min+4h_e35_neg_hm0_s1.5_t3.5_both,30min,4h,35.0,neg,10.0,0.0,1.5,3.5,0.0,0.0,both,all,1864,-80.02008869445719,0.8448672181582945,40.02145922746781,-81.23612555220996,-1.6058160545100026,2.7843347639484977,19979.911305542817,-25.03808052447095
EURUSD,30min+4h_e35_neg_hm0_s1.5_t3.5_long,30min,4h,35.0,neg,10.0,0.0,1.5,3.5,0.0,0.0,long,all,1404,-54.72210281943344,0.8646576825186236,41.59544159544159,-61.95548521091403,-0.9783647097738729,2.118233618233618,45277.89718056656,-23.173006379578148
EURUSD,30min+4h_e35_neg_hm0_s2.0_t4.0_both,30min,4h,35.0,neg,10.0,0.0,2.0,4.0,0.0,0.0,both,all,2118,-80.04172369522573,0.8131230503154072,42.06798866855524,-81.38561208317358,-1.844047392430384,3.0901794145420207,19958.276304774274,-25.124285805347455
EURUSD,30min+4h_e35_neg_hm0_s2.0_t4.0_long,30min,4h,35.0,neg,10.0,0.0,2.0,4.0,0.0,0.0,long,all,1368,-48.84649070517918,0.843383285547902,43.12865497076023,-55.376940999645626,-1.0616990585575574,2.432017543859649,51153.50929482082,-22.760479054323238
EURUSD,30min+4h_e35_neg_hm12_s1.5_t2.5_both,30min,4h,35.0,neg,10.0,12.0,1.5,2.5,0.0,0.0,both,all,1545,-80.06821926276557,0.7839637329848977,40.45307443365696,-81.19393917975603,-1.9540486527676737,2.6388349514563108,19931.78073723443,-25.19057700523862
EURUSD,30min+4h_e35_neg_hm12_s1.5_t2.5_long,30min,4h,35.0,neg,10.0,12.0,1.5,2.5,0.0,0.0,long,all,961,-51.04079456988955,0.7939264846067714,41.20707596253902,-53.651125839258064,-1.155572475526209,2.0593132154006244,48959.20543011045,-22.902860604848975
EURUSD,30min+4h_e35_neg_hm12_s1.5_t3.5_both,30min,4h,35.0,neg,10.0,12.0,1.5,3.5,0.0,0.0,both,all,1533,-80.04138454015592,0.7860308641882371,39.726027397260275,-81.6162197794886,-1.8582351972282705,2.7469015003261577,19958.615459844073,-25.20122701231519
EURUSD,30min+4h_e35_neg_hm12_s1.5_t3.5_long,30min,4h,35.0,neg,10.0,12.0,1.5,3.5,0.0,0.0,long,all,950,-53.68767144124757,0.7790718191127943,40.31578947368421,-57.486103516866216,-1.1866346149177311,2.174736842105263,46312.32855875242,-23.199271450542565
EURUSD,30min+4h_e35_neg_hm12_s2.0_t4.0_both,30min,4h,35.0,neg,10.0,12.0,2.0,4.0,0.0,0.0,both,all,1624,-76.40080693081728,0.7568377586184731,41.50246305418719,-77.95356440774825,-1.9679212374447759,3.0535714285714284,23599.193069182722,-24.98208045699644
EURUSD,30min+4h_e35_neg_hm12_s2.0_t4.0_long,30min,4h,35.0,neg,10.0,12.0,2.0,4.0,0.0,0.0,long,all,936,-46.39495275206246,0.7711198548105342,41.666666666666664,-51.15753038036076,-1.2024904874047317,2.4348290598290596,53605.047247937546,-22.674299688270594
EURUSD,30min+4h_e35_neg_hm25_s1.5_t2.5_both,30min,4h,35.0,neg,10.0,25.0,1.5,2.5,0.0,0.0,both,all,1153,-69.72267178693168,0.7704588974403243,40.24284475281873,-71.55983681628109,-1.6002668885176095,2.686036426712923,30277.328213068322,-24.4251531005277
EURUSD,30min+4h_e35_neg_hm25_s1.5_t2.5_long,30min,4h,35.0,neg,10.0,25.0,1.5,2.5,0.0,0.0,long,all,668,-37.14128638992502,0.8018739875151455,42.06586826347306,-40.94816501707798,-0.8739404986517665,2.106287425149701,62858.71361007498,-21.629803835469907
EURUSD,30min+4h_e35_neg_hm25_s1.5_t3.5_both,30min,4h,35.0,neg,10.0,25.0,1.5,3.5,0.0,0.0,both,all,1148,-70.07476725064247,0.7719967263747098,39.37282229965157,-72.37875299765646,-1.5175218237057813,2.8048780487804876,29925.232749357532,-24.468148993995182
EURUSD,30min+4h_e35_neg_hm25_s1.5_t3.5_long,30min,4h,35.0,neg,10.0,25.0,1.5,3.5,0.0,0.0,long,all,663,-38.90040122629519,0.792341422958301,41.02564102564103,-43.55626217919999,-0.86521845080679,2.2277526395173455,61099.598773704805,-21.81524065503424
EURUSD,30min+4h_e35_neg_hm25_s2.0_t4.0_both,30min,4h,35.0,neg,10.0,25.0,2.0,4.0,0.0,0.0,both,all,1133,-63.045576088428824,0.7536820832995497,40.953221535745804,-66.51163142162912,-1.5684297134051826,3.12180052956752,36954.423911571175,-23.998083092153443
EURUSD,30min+4h_e35_neg_hm25_s2.0_t4.0_long,30min,4h,35.0,neg,10.0,25.0,2.0,4.0,0.0,0.0,long,all,654,-31.423888144458488,0.7981017458816577,42.04892966360856,-38.125281103529765,-0.821466900648486,2.4862385321100917,68576.11185554152,-21.218912756188114
EURUSD,1h+1d_e15_zero_hm0_s1.5_t2.5_both,1h,1d,15.0,zero,0.0,0.0,1.5,2.5,0.0,0.0,both,all,1654,-67.00153535019348,0.8154386316208685,44.316807738814994,-69.37503653915141,-1.293690829387758,2.2690447400241838,32998.46464980653,-24.116466296521626
EURUSD,1h+1d_e15_zero_hm0_s1.5_t2.5_long,1h,1d,15.0,zero,0.0,0.0,1.5,2.5,0.0,0.0,long,all,935,-49.04275059699994,0.7982884412145367,43.850267379679146,-52.23509280409303,-1.0538627104138814,1.7262032085561498,50957.24940300006,-22.755392633007375
EURUSD,1h+1d_e15_zero_hm0_s1.5_t3.5_both,1h,1d,15.0,zero,0.0,0.0,1.5,3.5,0.0,0.0,both,all,1643,-65.40463708681268,0.8224965081539884,43.944004869141814,-69.31369544931837,-1.1649816608332897,2.3524041387705417,34595.36291318731,-24.032492031060272
EURUSD,1h+1d_e15_zero_hm0_s1.5_t3.5_long,1h,1d,15.0,zero,0.0,0.0,1.5,3.5,0.0,0.0,long,all,928,-45.9708017581806,0.8164970233235129,43.42672413793103,-51.40096921688701,-0.8905905324574419,1.8265086206896552,54029.198241819395,-22.389514079380085
EURUSD,1h+1d_e15_zero_hm0_s2.0_t4.0_both,1h,1d,15.0,zero,0.0,0.0,2.0,4.0,0.0,0.0,both,all,1626,-53.78188234792991,0.8356296146310106,45.94095940959409,-59.47988928197705,-1.0627797719740812,2.5694956949569496,46218.11765207009,-23.141396828618753
EURUSD,1h+1d_e15_zero_hm0_s2.0_t4.0_long,1h,1d,15.0,zero,0.0,0.0,2.0,4.0,0.0,0.0,long,all,916,-31.222463299036274,0.8584399977824055,45.52401746724891,-39.636977314777425,-0.6697328098654173,2.0316593886462884,68777.53670096373,-20.89287684489466
EURUSD,1h+1d_e15_zero_hm12_s1.5_t2.5_both,1h,1d,15.0,zero,0.0,12.0,1.5,2.5,0.0,0.0,both,all,1233,-59.14864829234811,0.8083247446892196,43.876723438767236,-59.97133707799326,-1.1787987331422416,2.2627737226277373,40851.351707651884,-23.443987553090608
EURUSD,1h+1d_e15_zero_hm12_s1.5_t2.5_long,1h,1d,15.0,zero,0.0,12.0,1.5,2.5,0.0,0.0,long,all,720,-45.066641917878755,0.7785219816169705,43.47222222222222,-46.443552125948614,-1.0561115570966708,1.6930555555555555,54933.358082121245,-22.41410280771067
EURUSD,1h+1d_e15_zero_hm12_s1.5_t3.5_both,1h,1d,15.0,zero,0.0,12.0,1.5,3.5,0.0,0.0,both,all,1222,-58.82613904280576,0.8062049538266659,43.53518821603928,-60.56458080531309,-1.116134828399265,2.3494271685761046,41173.860957194236,-23.46011640935809
EURUSD,1h+1d_e15_zero_hm12_s1.5_t3.5_long,1h,1d,15.0,zero,0.0,12.0,1.5,3.5,0.0,0.0,long,all,713,-42.04145322379668,0.7956149439217389,43.19775596072931,-44.228023995088485,-0.902147951331467,1.7924263674614305,57958.54677620332,-22.01496365594826
EURUSD,1h+1d_e15_zero_hm12_s2.0_t4.0_both,1h,1d,15.0,zero,0.0,12.0,2.0,4.0,0.0,0.0,both,all,1209,-45.44314249624091,0.8315060226648898,45.57485525227461,-49.2946450458502,-0.9550257510138463,2.5905707196029777,54556.85750375909,-22.34328507154219
EURUSD,1h+1d_e15_zero_hm12_s2.0_t4.0_long,1h,1d,15.0,zero,0.0,12.0,2.0,4.0,0.0,0.0,long,all,704,-26.35465602183602,0.8516603401544878,45.45454545454545,-31.70893764688302,-0.6240982431422823,2.0099431818181817,73645.34397816398,-20.329540261075966
EURUSD,1h+1d_e15_zero_hm25_s1.5_t2.5_both,1h,1d,15.0,zero,0.0,25.0,1.5,2.5,0.0,0.0,both,all,881,-53.12806879175276,0.7779585032144553,43.70034052213394,-53.609827822598824,-1.2192042756156996,2.2156640181611804,46871.931208247246,-23.024619606537925
EURUSD,1h+1d_e15_zero_hm25_s1.5_t2.5_long,1h,1d,15.0,zero,0.0,25.0,1.5,2.5,0.0,0.0,long,all,549,-44.82934871348881,0.7270735012369112,42.4408014571949,-47.04675422111099,-1.2026053458838704,1.6648451730418943,55170.65128651118,-22.557360364291714
EURUSD,1h+1d_e15_zero_hm25_s1.5_t3.5_both,1h,1d,15.0,zero,0.0,25.0,1.5,3.5,0.0,0.0,both,all,873,-54.75295128319293,0.7656507703563613,43.184421534937,-55.79958757078918,-1.2375449486738808,2.284077892325315,45247.048716807076,-23.20797462826838
EURUSD,1h+1d_e15_zero_hm25_s1.5_t3.5_long,1h,1d,15.0,zero,0.0,25.0,1.5,3.5,0.0,0.0,long,all,544,-42.69700380596849,0.7431436256493613,42.095588235294116,-45.714388686698136,-1.066167198801953,1.7518382352941178,57302.996194031504,-22.37859663558326
EURUSD,1h+1d_e15_zero_hm25_s2.0_t4.0_both,1h,1d,15.0,zero,0.0,25.0,2.0,4.0,0.0,0.0,both,all,864,-43.9858802278272,0.7836429622037033,45.138888888888886,-46.476115372269454,-1.132168180901257,2.517361111111111,56014.119772172795,-22.35937241849461
EURUSD,1h+1d_e15_zero_hm25_s2.0_t4.0_long,1h,1d,15.0,zero,0.0,25.0,2.0,4.0,0.0,0.0,long,all,538,-30.724484358822224,0.7836097597335686,44.237918215613384,-35.390672934321266,-0.8725138872549818,1.9721189591078068,69275.51564117777,-21.194352723274292
EURUSD,1h+1d_e15_hard_hm0_s1.5_t2.5_both,1h,1d,15.0,hard,0.0,0.0,1.5,2.5,0.0,0.0,both,all,1096,-33.012283851102154,0.9408412650057628,36.67883211678832,-37.6003296918024,-0.30941218298304585,9.360401459854014,66987.71614889785,-20.136519653676345
EURUSD,1h+1d_e15_hard_hm0_s1.5_t2.5_long,1h,1d,15.0,hard,0.0,0.0,1.5,2.5,0.0,0.0,long,all,592,-35.135797412597704,0.8820727925078943,34.96621621621622,-36.585097044663996,-0.5237024058515206,8.280405405405405,64864.202587402295,-20.649207405798013
EURUSD,1h+1d_e15_hard_hm0_s1.5_t3.5_both,1h,1d,15.0,hard,0.0,0.0,1.5,3.5,0.0,0.0,both,all,946,-49.50793264228673,0.8870058926622612,28.752642706131077,-52.342013917555555,-0.5358244245048375,12.44186046511628,50492.06735771327,-21.860219767495295
EURUSD,1h+1d_e15_hard_hm0_s1.5_t3.5_long,1h,1d,15.0,hard,0.0,0.0,1.5,3.5,0.0,0.0,long,all,505,-46.22558896957022,0.8206695681420936,26.534653465346533,-46.22558896957022,-0.693009631631925,11.138613861386139,53774.41103042978,-21.885887644658272
EURUSD,1h+1d_e15_hard_hm0_s2.0_t4.0_both,1h,1d,15.0,hard,0.0,0.0,2.0,4.0,0.0,0.0,both,all,760,-11.574953644516473,0.9707900303595633,33.81578947368421,-43.68951333464251,-0.05076984818414961,18.39078947368421,88425.04635548353,-19.059758375543677
EURUSD,1h+1d_e15_hard_hm0_s2.0_t4.0_long,1h,1d,15.0,hard,0.0,0.0,2.0,4.0,0.0,0.0,long,all,403,-21.397515728839743,0.9018738571240237,31.5136476426799,-35.90675890461837,-0.29707034653557174,16.612903225806452,78602.48427116025,-19.683091862331622
EURUSD,1h+1d_e15_hard_hm12_s1.5_t2.5_both,1h,1d,15.0,hard,0.0,12.0,1.5,2.5,0.0,0.0,both,all,832,-28.36455364690037,0.9351222120055752,36.53846153846154,-34.00912373548229,-0.28859321686650735,9.525240384615385,71635.44635309963,-19.79003139058113
EURUSD,1h+1d_e15_hard_hm12_s1.5_t2.5_long,1h,1d,15.0,hard,0.0,12.0,1.5,2.5,0.0,0.0,long,all,465,-34.33893953053898,0.8583359612977322,34.40860215053763,-34.719663185394154,-0.570318054363931,8.311827956989248,65661.06046946102,-20.67198128693889
EURUSD,1h+1d_e15_hard_hm12_s1.5_t3.5_both,1h,1d,15.0,hard,0.0,12.0,1.5,3.5,0.0,0.0,both,all,726,-43.68193548472854,0.8801351536693203,28.37465564738292,-48.08129914192947,-0.5054120328537115,12.570247933884298,56318.06451527146,-21.428309550173587
EURUSD,1h+1d_e15_hard_hm12_s1.5_t3.5_long,1h,1d,15.0,hard,0.0,12.0,1.5,3.5,0.0,0.0,long,all,397,-45.78384383964323,0.7847985023138974,25.692695214105793,-46.104351289726274,-0.7728546905124791,11.065491183879093,54216.15616035676,-22.078813585158755
EURUSD,1h+1d_e15_hard_hm12_s2.0_t4.0_both,1h,1d,15.0,hard,0.0,12.0,2.0,4.0,0.0,0.0,both,all,600,1.343033896677226,1.0039488155353433,34.333333333333336,-34.84789871529623,0.09205081557442142,18.665,101343.03389667723,-17.89224633054477
EURUSD,1h+1d_e15_hard_hm12_s2.0_t4.0_long,1h,1d,15.0,hard,0.0,12.0,2.0,4.0,0.0,0.0,long,all,323,-10.568511902328614,0.9444217856526981,32.5077399380805,-28.168718120882406,-0.12379975173852693,16.65015479876161,89431.48809767139,-18.728134364404486
EURUSD,1h+1d_e15_hard_hm25_s1.5_t2.5_both,1h,1d,15.0,hard,0.0,25.0,1.5,2.5,0.0,0.0,both,all,604,-43.975853163046764,0.8468996055997675,34.271523178807946,-48.48815982731621,-0.7108746326503351,9.437086092715232,56024.14683695324,-21.847623454590604
EURUSD,1h+1d_e15_hard_hm25_s1.5_t2.5_long,1h,1d,15.0,hard,0.0,25.0,1.5,2.5,0.0,0.0,long,all,360,-41.42621368015242,0.7741213755022143,32.22222222222222,-44.060501208826366,-0.866492476920419,8.155555555555555,58573.786319847575,-22.063903872184245
EURUSD,1h+1d_e15_hard_hm25_s1.5_t3.5_both,1h,1d,15.0,hard,0.0,25.0,1.5,3.5,0.0,0.0,both,all,546,-48.83477219956923,0.8234422026143429,26.73992673992674,-51.84253945572264,-0.7251825251071014,12.08058608058608,51165.22780043077,-22.25626074733647
