n_trades,win_rate,avg_win,avg_loss,profit_factor,total_return_pct,buy_hold_pct,max_dd_pct,sharpe,avg_bars,final_equity,label,combo,entry_thr,symbol
1186,32.04047217537943,0.1959656586178499,-0.21027456743056824,0.4393815110105988,-95.01435107425506,-4.358700123406011,-95.02595717418197,-2.6816923116630087,1.8355817875210794,4985.648925744944,5m+30m|thr18,5m+30m,18.0,EURUSD
1145,31.615720524017465,0.20936049897966713,-0.21815079013050073,0.4436952331283497,-95.02356804154246,-4.358700123406011,-95.03515268527683,-2.757028959099833,1.8751091703056768,4976.431958457534,5m+30m|thr25,5m+30m,25.0,EURUSD
1177,32.370433305012746,0.18463309861742072,-0.20775383683647183,0.4253754417382585,-95.02684354859421,-4.412961790509717,-95.04454723947711,-2.7795401757018094,1.898895497026338,4973.156451405781,5m+1h|thr18,5m+1h,18.0,EURUSD
1254,33.49282296650718,0.19171263529635157,-0.21045713237199892,0.4587439273550187,-95.00194157377939,-4.412961790509717,-95.00194157377939,-3.010552989624309,1.940988835725678,4998.058426220609,5m+1h|thr25,5m+1h,25.0,EURUSD
