side,entry_time,exit_time,entry,exit,reason,pnl,bars,set,side_s
-1,2021-02-17 17:20:00,2021-02-17 21:00:00,31493.8,31571.639285714286,sl,-558.5347897398773,44,A_5m_30m_1h,short
1,2021-02-18 01:00:00,2021-02-18 01:55:00,31607.7,31642.164285714287,tp,921.5824030707649,11,A_5m_30m_1h,long
1,2021-02-18 03:10:00,2021-02-18 03:35:00,31674.2,31652.932142857142,sl,-562.1652658731862,5,A_5m_30m_1h,long
1,2021-02-18 04:15:00,2021-02-18 04:50:00,31627.2,31664.52142857143,tp,927.5726886906668,7,A_5m_30m_1h,long
1,2021-02-18 08:05:00,2021-02-18 08:50:00,31605.2,31582.860714285714,sl,-565.819340101361,9,A_5m_30m_1h,long
-1,2021-02-18 10:40:00,2021-02-18 10:45:00,31553.8,31591.996428571427,sl,-560.1611467003474,1,A_5m_30m_1h,short
1,2021-02-18 11:50:00,2021-02-18 12:40:00,31576.2,31548.71785714286,sl,-554.5595352333439,10,A_5m_30m_1h,long
-1,2021-02-18 16:45:00,2021-02-18 16:55:00,31375.3,31433.53214285714,sl,-549.0139398810105,2,A_5m_30m_1h,short
-1,2021-02-18 17:10:00,2021-02-18 20:20:00,31347.3,31419.3,sl,-543.5238004822003,38,A_5m_30m_1h,short
-1,2021-02-19 02:30:00,2021-02-19 03:00:00,31476.3,31499.925,sl,-538.0885624773783,6,A_5m_30m_1h,short
-1,2021-02-19 03:15:00,2021-02-19 03:30:00,31471.3,31431.210714285713,tp,887.8461280876473,3,A_5m_30m_1h,short
-1,2021-02-19 05:50:00,2021-02-19 06:35:00,31383.3,31402.692857142858,sl,-541.586138133481,9,A_5m_30m_1h,short
-1,2021-02-19 10:45:00,2021-02-19 10:55:00,31454.8,31485.97857142857,sl,-536.1702767521462,2,A_5m_30m_1h,short
1,2021-02-19 12:50:00,2021-02-19 13:05:00,31564.7,31539.414285714287,sl,-530.8085739846247,3,A_5m_30m_1h,long
1,2021-02-19 15:30:00,2021-02-19 16:00:00,31583.7,31562.485714285714,sl,-525.5004882447784,6,A_5m_30m_1h,long
1,2021-02-19 16:30:00,2021-02-19 16:30:00,31579.2,31551.02142857143,sl,-520.2454833623307,0,A_5m_30m_1h,long
1,2021-02-19 16:55:00,2021-02-19 17:55:00,31546.2,31618.432142857142,tp,858.4050475478166,12,A_5m_30m_1h,long
1,2021-02-19 18:45:00,2021-02-19 19:05:00,31625.2,31597.128571428573,sl,-523.6270790041855,4,A_5m_30m_1h,long
-1,2021-02-22 01:30:00,2021-02-22 01:45:00,31453.3,31490.53214285714,sl,-518.3908082141436,3,A_5m_30m_1h,short
-1,2021-02-22 02:30:00,2021-02-22 03:00:00,31511.3,31546.60357142857,sl,-513.2069001320021,6,A_5m_30m_1h,short
-1,2021-02-22 06:40:00,2021-02-22 09:05:00,31458.3,31420.710714285713,tp,846.7913852177762,29,A_5m_30m_1h,short
-1,2021-02-22 10:20:00,2021-02-22 15:50:00,31301.3,31350.05,sl,-516.5427449828599,66,A_5m_30m_1h,short
-1,2021-02-22 17:20:00,2021-02-22 17:35:00,31362.8,31427.78214285714,sl,-511.37731753303126,3,A_5m_30m_1h,short
1,2021-02-22 22:00:00,2021-02-22 22:05:00,31633.7,31612.325,sl,-506.263544357701,1,A_5m_30m_1h,long
1,2021-02-23 01:40:00,2021-02-23 01:55:00,31581.2,31562.128571428573,sl,-501.2009089141239,3,A_5m_30m_1h,long
1,2021-02-23 02:25:00,2021-02-23 02:55:00,31550.2,31521.96785714286,sl,-496.18889982498274,6,A_5m_30m_1h,long
1,2021-02-23 04:55:00,2021-02-23 05:10:00,31605.7,31584.64642857143,sl,-491.2270108267329,3,A_5m_30m_1h,long
1,2021-02-23 05:45:00,2021-02-23 06:35:00,31589.2,31625.71785714286,tp,810.5245678641631,10,A_5m_30m_1h,long
1,2021-02-23 07:55:00,2021-02-23 08:05:00,31663.2,31647.075,sl,-494.4199863971072,2,A_5m_30m_1h,long
1,2021-02-23 08:55:00,2021-02-23 09:05:00,31627.7,31610.235714285714,sl,-489.47578653313616,2,A_5m_30m_1h,long
1,2021-02-23 10:15:00,2021-02-23 10:15:00,31630.2,31604.96785714286,sl,-484.5810286678048,0,A_5m_30m_1h,long
1,2021-02-23 10:45:00,2021-02-23 11:00:00,31587.7,31550.414285714287,sl,-479.73521838112674,3,A_5m_30m_1h,long
-1,2021-02-23 19:40:00,2021-02-23 20:15:00,31344.8,31412.889285714286,sl,-474.93786619731554,7,A_5m_30m_1h,short
-1,2021-02-23 20:45:00,2021-02-23 21:25:00,31416.8,31480.496428571427,sl,-470.18848753534235,8,A_5m_30m_1h,short
-1,2021-02-23 21:35:00,2021-02-23 21:40:00,31407.3,31454.710714285713,sl,-465.48660265998893,1,A_5m_30m_1h,short
1,2021-02-24 01:00:00,2021-02-24 01:15:00,31548.7,31510.128571428573,sl,-460.831736633389,3,A_5m_30m_1h,long
1,2021-02-24 04:25:00,2021-02-24 04:40:00,31571.2,31536.21785714286,sl,-456.22341926705514,3,A_5m_30m_1h,long
-1,2021-02-24 09:00:00,2021-02-24 09:05:00,31420.3,31452.55,sl,-451.66118507438455,1,A_5m_30m_1h,short
-1,2021-02-24 09:25:00,2021-02-24 10:00:00,31448.3,31482.15714285714,sl,-447.1445732236407,7,A_5m_30m_1h,short
1,2021-02-24 12:15:00,2021-02-24 14:25:00,31571.2,31617.182142857142,tp,737.7885458189683,26,A_5m_30m_1h,long
1,2021-02-24 19:10:00,2021-02-24 20:10:00,31820.7,31891.59285714286,tp,750.0850215826823,12,A_5m_30m_1h,long
1,2021-02-24 20:15:00,2021-02-24 20:30:00,31901.2,31954.77142857143,tp,762.5864386089829,3,A_5m_30m_1h,long
1,2021-02-24 22:05:00,2021-02-24 23:10:00,31943.2,32010.7,tp,775.296212585851,13,A_5m_30m_1h,long
1,2021-02-25 01:20:00,2021-02-25 01:40:00,31993.7,32038.52142857143,tp,788.2178161288847,4,A_5m_30m_1h,long
1,2021-02-25 02:30:00,2021-02-25 02:40:00,32047.7,32022.735714285714,sl,-480.81286783865795,2,A_5m_30m_1h,long
1,2021-02-25 02:50:00,2021-02-25 03:05:00,32049.7,32022.7,sl,-476.00473916027147,3,A_5m_30m_1h,long
1,2021-02-25 03:15:00,2021-02-25 03:35:00,32047.7,32017.753571428573,sl,-471.2446917686687,4,A_5m_30m_1h,long
1,2021-02-25 04:15:00,2021-02-25 06:40:00,32027.7,32074.84285714286,tp,777.5537414183433,29,A_5m_30m_1h,long
1,2021-02-25 07:05:00,2021-02-25 07:10:00,32070.7,32056.075,sl,-474.3077822651655,1,A_5m_30m_1h,long
1,2021-02-25 07:20:00,2021-02-25 07:55:00,32070.7,32054.46785714286,sl,-469.56470444251374,7,A_5m_30m_1h,long
1,2021-02-25 08:25:00,2021-02-25 08:45:00,32054.7,32037.557142857142,sl,-464.8690573980886,4,A_5m_30m_1h,long
1,2021-02-25 15:00:00,2021-02-25 15:10:00,31957.2,31930.360714285714,sl,-460.22036682410777,2,A_5m_30m_1h,long
1,2021-02-25 17:00:00,2021-02-25 17:05:00,31932.2,31885.64642857143,sl,-455.6181631558668,1,A_5m_30m_1h,long
-1,2021-02-25 19:55:00,2021-02-25 20:40:00,31475.8,31570.889285714286,sl,-451.06198152430807,9,A_5m_30m_1h,short
-1,2021-02-25 20:55:00,2021-02-25 21:05:00,31493.3,31600.65714285714,sl,-446.55136170906496,2,A_5m_30m_1h,short
-1,2021-02-25 23:35:00,2021-02-26 07:55:00,31393.3,31215.085714285713,tp,736.8097468199522,88,A_5m_30m_1h,short
-1,2021-02-26 10:00:00,2021-02-26 10:05:00,31247.8,31308.067857142858,sl,-449.4539455601739,1,A_5m_30m_1h,short
-1,2021-02-26 12:45:00,2021-02-26 13:10:00,31399.8,31323.817857142858,tp,741.5990101742632,5,A_5m_30m_1h,short
-1,2021-02-26 14:50:00,2021-02-26 15:55:00,31333.8,31391.22857142857,sl,-452.37539620631475,13,A_5m_30m_1h,short
-1,2021-02-26 18:20:00,2021-02-26 19:10:00,31119.8,31251.746428571427,sl,-447.85164224425165,10,A_5m_30m_1h,short
-1,2021-02-26 22:25:00,2021-02-26 22:45:00,31143.8,31222.389285714286,sl,-443.37312582180914,4,A_5m_30m_1h,short
-1,2021-03-01 04:00:00,2021-03-01 05:00:00,31178.3,31136.960714285713,tp,731.5656576059637,12,A_5m_30m_1h,short
-1,2021-03-01 05:40:00,2021-03-01 05:40:00,31137.3,31159.371428571427,sl,-446.2550511396507,0,A_5m_30m_1h,short
-1,2021-03-01 06:00:00,2021-03-01 09:05:00,31149.3,31176.514285714286,sl,-441.7925006282542,37,A_5m_30m_1h,short
-1,2021-03-01 09:40:00,2021-03-01 09:55:00,31192.8,31220.65714285714,sl,-437.3745756219717,3,A_5m_30m_1h,short
-1,2021-03-01 13:50:00,2021-03-01 14:15:00,31215.3,31235.925,sl,-433.00082986575194,5,A_5m_30m_1h,short
-1,2021-03-01 14:30:00,2021-03-01 14:45:00,31216.8,31241.067857142858,sl,-428.67082156709455,3,A_5m_30m_1h,short
1,2021-03-01 19:05:00,2021-03-01 19:15:00,31608.2,31568.878571428573,sl,-424.38411335142354,2,A_5m_30m_1h,long
1,2021-03-01 19:35:00,2021-03-01 19:40:00,31580.7,31545.02142857143,sl,-420.1402722179093,1,A_5m_30m_1h,long
1,2021-03-01 19:50:00,2021-03-01 19:55:00,31575.2,31540.64642857143,sl,-415.93886949573016,1,A_5m_30m_1h,long
1,2021-03-02 01:30:00,2021-03-02 03:00:00,31572.7,31547.682142857142,sl,-411.77948080077283,18,A_5m_30m_1h,long
1,2021-03-02 08:50:00,2021-03-02 09:40:00,31459.7,31428.84285714286,sl,-407.6616859927651,10,A_5m_30m_1h,long
1,2021-03-02 12:55:00,2021-03-02 14:30:00,31477.2,31531.932142857142,tp,672.6417818880327,19,A_5m_30m_1h,long
1,2021-03-02 16:55:00,2021-03-02 17:25:00,31540.2,31483.789285714287,sl,-410.3114869517178,6,A_5m_30m_1h,long
1,2021-03-02 20:05:00,2021-03-02 21:05:00,31574.7,31528.14642857143,sl,-406.2083720822007,12,A_5m_30m_1h,long
1,2021-03-03 02:10:00,2021-03-03 02:15:00,31472.7,31448.27142857143,sl,-402.14628836137877,1,A_5m_30m_1h,long
1,2021-03-03 02:30:00,2021-03-03 03:10:00,31464.7,31441.664285714287,sl,-398.12482547776483,8,A_5m_30m_1h,long
1,2021-03-03 06:05:00,2021-03-03 06:10:00,31504.7,31488.789285714287,sl,-394.14357722298723,1,A_5m_30m_1h,long
1,2021-03-03 07:55:00,2021-03-03 08:30:00,31506.7,31530.985714285714,tp,650.3369024179614,7,A_5m_30m_1h,long
1,2021-03-03 09:10:00,2021-03-03 10:05:00,31554.2,31589.2,tp,661.1758507915617,11,A_5m_30m_1h,long
1,2021-03-03 10:10:00,2021-03-03 10:40:00,31592.2,31567.932142857142,sl,-403.31726898285257,6,A_5m_30m_1h,long
1,2021-03-03 10:50:00,2021-03-03 11:10:00,31577.2,31619.789285714287,tp,665.4734938216878,4,A_5m_30m_1h,long
1,2021-03-03 11:45:00,2021-03-03 12:40:00,31620.2,31589.77142857143,sl,-405.9388312312409,11,A_5m_30m_1h,long
1,2021-03-03 13:00:00,2021-03-03 13:00:00,31610.2,31588.557142857142,sl,-401.8794429189285,0,A_5m_30m_1h,long
-1,2021-03-03 16:20:00,2021-03-03 16:30:00,31391.8,31452.335714285713,sl,-397.86064848973916,2,A_5m_30m_1h,short
-1,2021-03-03 17:00:00,2021-03-03 17:55:00,31398.3,31488.192857142858,sl,-393.8820420048418,11,A_5m_30m_1h,short
-1,2021-03-03 20:00:00,2021-03-03 20:15:00,31459.8,31508.97857142857,sl,-389.9432215847934,3,A_5m_30m_1h,short
-1,2021-03-03 21:50:00,2021-03-03 22:00:00,31404.8,31474.496428571427,sl,-386.04378936894545,2,A_5m_30m_1h,short
-1,2021-03-03 22:20:00,2021-03-03 22:50:00,31429.3,31308.05,tp,636.9722524587601,6,A_5m_30m_1h,short
-1,2021-03-04 01:25:00,2021-03-04 01:35:00,31199.8,31239.014285714286,sl,-388.5530739998436,2,A_5m_30m_1h,short
-1,2021-03-04 03:05:00,2021-03-04 04:00:00,31222.8,31270.746428571427,sl,-384.6675432598452,11,A_5m_30m_1h,short
-1,2021-03-04 04:10:00,2021-03-04 04:35:00,31242.3,31172.835714285713,tp,634.7014463787335,5,A_5m_30m_1h,short
-1,2021-03-04 05:35:00,2021-03-04 05:55:00,31176.3,31122.192857142858,tp,645.2798038183613,4,A_5m_30m_1h,short
-1,2021-03-04 09:50:00,2021-03-04 10:05:00,31250.3,31284.425,sl,-393.62068032921775,3,A_5m_30m_1h,short
-1,2021-03-04 12:10:00,2021-03-04 13:55:00,31150.8,31200.835714285713,sl,-389.68447352592557,21,A_5m_30m_1h,short
-1,2021-03-04 18:15:00,2021-03-04 18:30:00,31282.8,31383.514285714286,sl,-385.78762879066636,3,A_5m_30m_1h,short
-1,2021-03-04 20:35:00,2021-03-04 20:50:00,30822.3,30574.35357142857,tp,636.54958750459,3,A_5m_30m_1h,short
-1,2021-03-04 22:05:00,2021-03-05 14:55:00,30874.8,31003.15714285714,sl,-388.29524837780554,186,A_5m_30m_1h,short
-1,2021-03-05 18:00:00,2021-03-05 19:25:00,30941.3,31106.78214285714,sl,-384.41229589402747,17,A_5m_30m_1h,short
1,2021-03-05 21:00:00,2021-03-05 21:10:00,31333.7,31241.77142857143,sl,-380.5681729350872,2,A_5m_30m_1h,long
1,2021-03-05 21:30:00,2021-03-05 22:35:00,31344.7,31485.235714285714,tp,627.9374853428992,13,A_5m_30m_1h,long
1,2021-03-05 23:45:00,2021-03-08 01:00:00,31524.7,31631.84285714286,tp,638.4031100986233,3,A_5m_30m_1h,long
1,2021-03-08 03:45:00,2021-03-08 04:20:00,31609.7,31568.182142857142,sl,-389.4258971601515,7,A_5m_30m_1h,long
1,2021-03-08 07:00:00,2021-03-08 08:05:00,31504.2,31558.307142857142,tp,642.5527303142212,13,A_5m_30m_1h,long
1,2021-03-08 13:35:00,2021-03-08 15:25:00,31464.7,31543.45,tp,653.2619424861537,22,A_5m_30m_1h,long
1,2021-03-08 17:10:00,2021-03-08 17:55:00,31752.7,31926.182142857142,tp,664.1496415275803,9,A_5m_30m_1h,long
1,2021-03-08 19:10:00,2021-03-08 19:30:00,31966.2,32078.164285714287,tp,675.2188022197087,4,A_5m_30m_1h,long
1,2021-03-08 21:15:00,2021-03-08 21:40:00,32030.2,31965.753571428573,sl,-411.88346935402666,5,A_5m_30m_1h,long
1,2021-03-09 04:05:00,2021-03-09 06:00:00,31928.7,32017.003571428573,tp,679.607724434172,23,A_5m_30m_1h,long
1,2021-03-09 06:50:00,2021-03-09 08:25:00,31994.7,31970.807142857142,sl,-414.5607119048281,19,A_5m_30m_1h,long
1,2021-03-09 11:25:00,2021-03-09 12:45:00,31995.2,31955.182142857142,sl,-410.4151047857799,16,A_5m_30m_1h,long
1,2021-03-09 13:05:00,2021-03-09 14:35:00,31970.2,31939.45,sl,-406.31095373792203,18,A_5m_30m_1h,long
1,2021-03-09 17:20:00,2021-03-09 19:30:00,32014.2,32143.128571428573,tp,670.4130736675903,26,A_5m_30m_1h,long
1,2021-03-09 21:35:00,2021-03-09 21:45:00,32059.2,32032.46785714286,sl,-408.9519749372187,2,A_5m_30m_1h,long
1,2021-03-10 10:15:00,2021-03-10 10:40:00,31849.7,31894.96785714286,tp,674.770758646447,5,A_5m_30m_1h,long
1,2021-03-10 11:35:00,2021-03-10 12:50:00,31928.2,31897.45,sl,-411.610162774311,15,A_5m_30m_1h,long
1,2021-03-10 13:05:00,2021-03-10 13:25:00,31915.7,31894.753571428573,sl,-407.49406114656784,4,A_5m_30m_1h,long
1,2021-03-10 15:00:00,2021-03-10 15:30:00,31927.7,31970.914285714287,tp,672.3652008918181,6,A_5m_30m_1h,long
1,2021-03-10 16:30:00,2021-03-10 16:35:00,32024.2,32102.14642857143,tp,683.5712875733354,1,A_5m_30m_1h,long
1,2021-03-10 17:50:00,2021-03-10 20:05:00,32173.7,32291.735714285714,tp,694.9641423662634,27,A_5m_30m_1h,long
1,2021-03-10 21:00:00,2021-03-10 21:45:00,32297.7,32385.64642857143,tp,706.5468780723315,9,A_5m_30m_1h,long
1,2021-03-10 22:25:00,2021-03-10 22:30:00,32362.2,32321.164285714287,sl,-430.9935956241397,1,A_5m_30m_1h,long
1,2021-03-10 22:50:00,2021-03-10 22:55:00,32349.7,32304.914285714287,sl,-426.6836596678983,1,A_5m_30m_1h,long
1,2021-03-10 23:05:00,2021-03-11 02:15:00,32352.2,32304.52142857143,sl,-422.41682307121937,23,A_5m_30m_1h,long
1,2021-03-11 05:15:00,2021-03-11 06:10:00,32415.7,32398.557142857142,sl,-418.1926548405072,11,A_5m_30m_1h,long
1,2021-03-11 06:25:00,2021-03-11 07:05:00,32409.2,32439.46785714286,tp,690.0178804868921,8,A_5m_30m_1h,long
1,2021-03-11 07:50:00,2021-03-11 08:00:00,32439.7,32422.71785714286,sl,-420.910907096971,2,A_5m_30m_1h,long
1,2021-03-11 08:30:00,2021-03-11 10:00:00,32427.2,32410.753571428573,sl,-416.70179802600126,18,A_5m_30m_1h,long
1,2021-03-11 10:15:00,2021-03-11 10:35:00,32419.2,32393.325,sl,-412.5347800457413,4,A_5m_30m_1h,long
1,2021-03-11 10:40:00,2021-03-11 13:25:00,32410.7,32377.96785714286,sl,-408.4094322452839,33,A_5m_30m_1h,long
1,2021-03-11 15:20:00,2021-03-11 15:35:00,32411.7,32389.039285714287,sl,-404.325337922831,3,A_5m_30m_1h,long
1,2021-03-11 15:45:00,2021-03-11 15:45:00,32399.7,32375.057142857142,sl,-400.2820845436027,0,A_5m_30m_1h,long
1,2021-03-11 15:55:00,2021-03-11 16:35:00,32393.7,32365.84285714286,sl,-396.2792636981667,8,A_5m_30m_1h,long
1,2021-03-11 16:45:00,2021-03-11 16:55:00,32396.2,32462.539285714287,tp,653.860785101963,2,A_5m_30m_1h,long
1,2021-03-11 18:50:00,2021-03-11 18:55:00,32646.7,32608.985714285714,sl,-398.85507891220465,1,A_5m_30m_1h,long
1,2021-03-11 20:00:00,2021-03-11 20:25:00,32610.7,32581.34285714286,sl,-394.8665281230826,5,A_5m_30m_1h,long
1,2021-03-11 20:50:00,2021-03-11 21:45:00,32590.7,32557.64642857143,sl,-390.91786284185173,11,A_5m_30m_1h,long
1,2021-03-12 02:05:00,2021-03-12 02:10:00,32550.7,32530.182142857142,sl,-387.00868421343324,1,A_5m_30m_1h,long
1,2021-03-12 02:40:00,2021-03-12 04:30:00,32533.7,32507.610714285714,sl,-383.1385973712989,22,A_5m_30m_1h,long
1,2021-03-12 04:55:00,2021-03-12 05:45:00,32522.7,32559.664285714287,tp,632.1786856626226,10,A_5m_30m_1h,long
1,2021-03-12 06:30:00,2021-03-12 07:30:00,32577.7,32559.753571428573,sl,-385.62899825421215,12,A_5m_30m_1h,long
1,2021-03-12 09:50:00,2021-03-12 10:05:00,32501.7,32475.235714285714,sl,-381.77270827167,3,A_5m_30m_1h,long
1,2021-03-12 13:10:00,2021-03-12 13:45:00,32470.2,32441.807142857142,sl,-377.9549811889533,7,A_5m_30m_1h,long
1,2021-03-12 15:30:00,2021-03-12 15:50:00,32550.2,32519.39642857143,sl,-374.17543137706383,4,A_5m_30m_1h,long
1,2021-03-12 16:25:00,2021-03-12 16:35:00,32515.2,32571.360714285714,tp,617.3894617721685,2,A_5m_30m_1h,long
1,2021-03-12 17:40:00,2021-03-12 22:35:00,32638.2,32744.27142857143,tp,627.6792861350032,59,A_5m_30m_1h,long
1,2021-03-12 23:55:00,2021-03-15 01:00:00,32804.2,32854.91428571428,tp,638.1406075705471,1,A_5m_30m_1h,long
1,2021-03-15 01:25:00,2021-03-15 01:30:00,32858.7,32824.521428571425,sl,-389.2657706180703,1,A_5m_30m_1h,long
1,2021-03-15 02:00:00,2021-03-15 02:50:00,32853.7,32910.30714285714,tp,642.2885215198986,10,A_5m_30m_1h,long
1,2021-03-15 03:35:00,2021-03-15 03:35:00,32899.2,32875.09285714285,sl,-391.79599812708864,0,A_5m_30m_1h,long
1,2021-03-15 06:05:00,2021-03-15 06:05:00,32872.7,32855.235714285714,sl,-387.8780381458177,0,A_5m_30m_1h,long
1,2021-03-15 13:40:00,2021-03-15 13:50:00,32903.2,32888.09285714285,sl,-383.9992577643595,2,A_5m_30m_1h,long
1,2021-03-15 14:00:00,2021-03-15 14:05:00,32897.7,32879.96785714285,sl,-380.1592651867159,1,A_5m_30m_1h,long
1,2021-03-15 14:45:00,2021-03-15 15:05:00,32879.2,32855.735714285714,sl,-376.35767253484875,4,A_5m_30m_1h,long
1,2021-03-15 20:50:00,2021-03-15 21:00:00,32821.2,32856.55714285714,tp,620.9901596826282,2,A_5m_30m_1h,long
1,2021-03-16 01:35:00,2021-03-16 01:45:00,32914.7,32902.860714285714,sl,-378.80399740632663,2,A_5m_30m_1h,long
1,2021-03-16 01:55:00,2021-03-16 01:55:00,32906.7,32894.53928571428,sl,-375.0159574322633,0,A_5m_30m_1h,long
1,2021-03-16 02:15:00,2021-03-16 02:55:00,32901.2,32886.25357142857,sl,-371.2657978579407,8,A_5m_30m_1h,long
1,2021-03-16 04:50:00,2021-03-16 05:05:00,32943.7,32924.575,sl,-367.5531398793614,3,A_5m_30m_1h,long
1,2021-03-16 05:30:00,2021-03-16 07:20:00,32926.2,32905.41428571428,sl,-363.87760848056774,22,A_5m_30m_1h,long
1,2021-03-16 07:30:00,2021-03-16 08:00:00,32920.7,32906.771428571425,sl,-360.2388323957621,6,A_5m_30m_1h,long
1,2021-03-16 09:30:00,2021-03-16 11:25:00,32914.2,32939.646428571425,tp,594.394073453064,23,A_5m_30m_1h,long
1,2021-03-16 12:00:00,2021-03-16 12:35:00,32914.7,32890.21785714285,sl,-362.5803848063351,7,A_5m_30m_1h,long
1,2021-03-16 13:00:00,2021-03-16 14:00:00,32901.2,32934.235714285714,tp,598.2576349305407,12,A_5m_30m_1h,long
1,2021-03-16 16:10:00,2021-03-16 16:30:00,32939.2,32918.62857142857,sl,-364.937157307577,4,A_5m_30m_1h,long
1,2021-03-16 16:40:00,2021-03-16 16:40:00,32930.2,32901.53928571428,sl,-361.2877857345013,0,A_5m_30m_1h,long
1,2021-03-17 01:45:00,2021-03-17 02:10:00,32860.7,32847.03928571428,sl,-357.6749078771563,5,A_5m_30m_1h,long
1,2021-03-17 03:20:00,2021-03-17 03:55:00,32833.2,32816.646428571425,sl,-354.0981587983848,7,A_5m_30m_1h,long
-1,2021-03-17 04:15:00,2021-03-17 04:25:00,32835.8,32802.49642857143,tp,584.2619620172924,2,A_5m_30m_1h,short
-1,2021-03-17 05:05:00,2021-03-17 05:50:00,32800.3,32800.2,flip,1.536442542238242,9,A_5m_30m_1h,short
1,2021-03-17 05:55:00,2021-03-17 06:30:00,32800.2,32801.8,flip,28.692541283605966,7,A_5m_30m_1h,long
-1,2021-03-17 06:35:00,2021-03-17 06:40:00,32801.8,32801.2,flip,12.217319176544809,1,A_5m_30m_1h,short
1,2021-03-17 06:45:00,2021-03-17 07:10:00,32801.2,32801.8,flip,11.68547283765407,5,A_5m_30m_1h,long
-1,2021-03-17 07:15:00,2021-03-17 07:35:00,32801.8,32803.2,flip,-35.20023067127205,4,A_5m_30m_1h,short
1,2021-03-17 07:40:00,2021-03-17 08:10:00,32803.2,32805.8,flip,74.91973268169339,6,A_5m_30m_1h,long
-1,2021-03-17 08:15:00,2021-03-17 08:40:00,32805.8,32818.603571428575,sl,-357.3383096090785,5,A_5m_30m_1h,short
1,2021-03-17 10:00:00,2021-03-17 10:05:00,32843.2,32831.03928571428,sl,-353.76492651298776,1,A_5m_30m_1h,long
-1,2021-03-17 11:20:00,2021-03-17 11:45:00,32821.8,32836.2,flip,-230.17381937450546,5,A_5m_30m_1h,short
1,2021-03-17 11:50:00,2021-03-17 13:40:00,32836.2,32877.80714285714,tp,579.8758984236229,22,A_5m_30m_1h,long
1,2021-03-17 14:40:00,2021-03-17 15:55:00,32843.2,32880.78928571428,tp,589.5404967305058,15,A_5m_30m_1h,long
1,2021-03-17 16:40:00,2021-03-17 16:55:00,32914.7,32884.80714285714,sl,-359.6197030056542,3,A_5m_30m_1h,long
1,2021-03-17 17:30:00,2021-03-17 17:40:00,32876.7,32826.12857142857,sl,-356.0235059755976,2,A_5m_30m_1h,long
1,2021-03-17 20:20:00,2021-03-17 20:50:00,32886.7,32858.78928571428,sl,-352.46327091584163,6,A_5m_30m_1h,long
1,2021-03-17 22:35:00,2021-03-17 22:40:00,33030.2,32972.18214285714,sl,-348.93863820668327,1,A_5m_30m_1h,long
1,2021-03-17 22:50:00,2021-03-18 02:30:00,32990.7,33078.110714285714,tp,575.7487530410593,29,A_5m_30m_1h,long
1,2021-03-18 03:55:00,2021-03-18 04:45:00,33115.2,33148.860714285714,tp,585.344565591796,10,A_5m_30m_1h,long
1,2021-03-18 05:35:00,2021-03-18 05:45:00,33150.2,33135.78928571428,sl,-357.060185010945,2,A_5m_30m_1h,long
1,2021-03-18 06:00:00,2021-03-18 06:00:00,33148.2,33134.485714285714,sl,-353.48958316083554,0,A_5m_30m_1h,long
-1,2021-03-19 15:30:00,2021-03-19 16:00:00,32889.3,32839.21071428572,tp,583.2578122153221,6,A_5m_30m_1h,short
-1,2021-03-19 17:35:00,2021-03-19 17:50:00,32548.8,32656.425,sl,-355.7872654513804,3,A_5m_30m_1h,short
-1,2021-03-19 18:10:00,2021-03-19 18:45:00,32632.3,32707.139285714286,sl,-352.22939279686665,7,A_5m_30m_1h,short
-1,2021-03-19 21:00:00,2021-03-19 21:00:00,32735.3,32769.639285714286,sl,-348.70709886889796,0,A_5m_30m_1h,short
-1,2021-03-19 21:10:00,2021-03-19 21:55:00,32722.8,32759.65714285714,sl,-345.22002788020893,9,A_5m_30m_1h,short
-1,2021-03-19 22:05:00,2021-03-19 22:55:00,32741.8,32671.35357142857,tp,569.6130460023153,10,A_5m_30m_1h,short
-1,2021-03-22 02:50:00,2021-03-22 03:25:00,32584.3,32549.835714285713,tp,579.1065967690296,7,A_5m_30m_1h,short
-1,2021-03-22 06:35:00,2021-03-22 07:20:00,32549.8,32573.10357142857,sl,-353.25502402912025,9,A_5m_30m_1h,short
-1,2021-03-22 10:35:00,2021-03-22 10:50:00,32490.8,32445.8,tp,582.8707896480485,3,A_5m_30m_1h,short
-1,2021-03-22 12:55:00,2021-03-22 13:10:00,32529.8,32560.389285714286,sl,-355.5511816853096,3,A_5m_30m_1h,short
-1,2021-03-23 07:25:00,2021-03-23 07:45:00,32702.8,32678.960714285713,tp,586.6594497807309,4,A_5m_30m_1h,short
-1,2021-03-23 08:40:00,2021-03-23 08:45:00,32666.8,32682.121428571427,sl,-357.8622643662638,1,A_5m_30m_1h,short
