symbol,combo,variant,ret,pf,sharpe,n,dd,oos_ret,oos_pf,pos_folds
GBPUSD,30m+4h,thr_0.5_soft,-9.52433270263815,0.6545234400052724,-0.5257671612592909,48,-14.70579831602713,-10.734788682430185,0.5112963374291395,0
GBPUSD,30m+4h,thr_0.5_hard,-8.03126962089088,0.7526644005040569,-0.38298251652323334,48,-14.05123398020498,-7.7440951821254105,0.7435150055768042,1
GBPUSD,1h+1d,nm_5_15_soft,-1.3480346094504658,0.9192014821500607,-0.1936647624736872,32,-5.4181010727446965,-3.234334714731657,0.7003668453958449,0
GBPUSD,1h+1d,nm_5_15_hard,-2.8811530778700245,0.8644670434492914,-0.2593067751553388,32,-7.187373510686623,-5.672915505753184,0.6249631742604028,1
GBPUSD,30m+4h,v1_soft_min4,-2.4259380717158052,0.8941402027795855,-0.12032066044884944,41,-9.773707729632019,-5.324583346718914,0.7225588387145206,0
GBPUSD,1h+1d,thr_0.4_soft,1.0287249339592242,1.0551112649455046,0.07888637134162294,37,-8.88746739540921,-4.491198418038745,0.938448949388934,2
GBPUSD,30m+4h,atr_mid,0.6479886486367548,1.0494386077361626,0.05902213888274729,26,-5.549339348766102,-2.5940699832846636,0.8219574289256876,1
GBPUSD,30m+4h,atr_low,-9.510142257059783,0.45576445499782353,-0.7023409159810138,26,-11.252001410789504,-9.067761163190779,0.3696975994307243,0
