symbol,combo,variant,n_trades,total_return_pct,cagr_pct,max_dd_pct,sharpe,win_rate_pct,profit_factor,avg_bars,score,pct_tp,pct_sl,pct_signal,long_pnl,short_pnl,oos_ret,oos_pf,oos_sharpe,oos_trades,oos_score,pos_folds,n_folds,blend
EURUSD,30m+4h,rrh_1.5_3.0,36,8.978710049767823,1.6200647571434468,-3.9690247610981055,0.4207377912174366,41.66666666666667,1.40832521338276,10.805555555555555,4.379411578832223,41.66666666666667,58.333333333333336,0.0,2847.890522062047,6130.819527705791,6.845322649515051,1.464766851246289,0.48453959687737724,26,2.724796324303794,2,3,3.4693731888415873
EURUSD,1h+1d,v1_hard_htf55,32,5.180126193021706,0.9598675930899914,-5.914457273195451,0.30265992334747,43.75,1.2893056464675003,12.28125,3.6684636230643526,43.75,56.25,0.0,-243.19091434359643,5423.3171073652875,5.638409881006057,1.6748697515111266,0.572347807544862,21,3.2646453131496074,2,3,3.446363552611243
EURUSD,1h+1d,nm_5_20_hard,32,5.180126193021706,0.9598675930899914,-5.914457273195451,0.30265992334747,43.75,1.2893056464675003,12.28125,3.6684636230643526,43.75,56.25,0.0,-243.19091434359643,5423.3171073652875,5.638409881006057,1.6748697515111266,0.572347807544862,21,3.2646453131496074,2,3,3.446363552611243
EURUSD,1h+1d,thr_0.55_hard,32,5.180126193021706,0.9598675930899914,-5.914457273195451,0.30265992334747,43.75,1.2893056464675003,12.28125,3.6684636230643526,43.75,56.25,0.0,-243.19091434359643,5423.3171073652875,5.638409881006057,1.6748697515111266,0.572347807544862,21,3.2646453131496074,2,3,3.446363552611243
EURUSD,30m+4h,rrh_2.0_3.0,34,5.898590259869607,1.076962285443095,-3.97629769525214,0.3564677971057436,47.05882352941176,1.3223397126092535,12.794117647058824,3.971941796169406,47.05882352941176,52.94117647058824,0.0,870.5873048873252,5028.002954982283,5.9323680349768315,1.5739069085414334,0.535738500627503,24,3.0107452483738895,2,3,3.443283694881872
EURUSD,30m+4h,thr_0.4_soft,55,6.281472538309862,1.145167636860256,-5.012566283976627,0.298272082988942,40.0,1.219468696616421,5.090909090909091,3.5752170440863025,36.36363636363637,43.63636363636363,20.0,6451.258106770432,-169.7855684605463,9.033306937962506,1.7404386407548373,0.463165846336316,39,3.2659591203937737,2,3,3.405125186055412
EURUSD,1h+1d,thr_0.65_hard,28,3.826001524637035,0.7127177684488339,-5.914457273195451,0.2437428723060891,42.857142857142854,1.2410482994735197,12.714285714285714,3.3989036601289455,42.857142857142854,57.14285714285714,0.0,28.45014513975275,3797.5513794972712,4.297540865381122,1.6858198509626816,0.47705628948718465,17,3.130199544809952,2,3,3.251116396703499
EURUSD,30m+4h,cross2_hard55,49,6.791263747738974,1.2356706989143484,-7.456843219536646,0.3194890968027281,42.857142857142854,1.2366955375258077,9.26530612244898,3.542700151397923,42.857142857142854,57.14285714285714,0.0,1687.9845086337607,5103.279239105206,7.7742300292421795,1.600466071403942,0.44691257697383435,35,2.9490433085610572,2,3,3.216188887837647
EURUSD,1h+1d,rr_2.0_3.0,32,3.3205389147638043,0.6197924536023303,-4.232650691403506,0.24466929360270584,37.5,1.2538910155591854,10.75,3.510844369828476,34.375,34.375,31.25,704.4442086164536,2616.0947061473526,4.670791280890296,1.558989162988063,0.4513305103212758,21,2.841682004266943,2,3,3.1428050687696327
EURUSD,1h+1d,rrh_1.2_2.4,32,3.730376232346999,0.6951659895472417,-8.7299193587826,0.2076030050498957,37.5,1.190449966354371,9.28125,3.061442482693529,37.5,62.5,0.0,1977.0393005251833,1753.336931821793,5.9764005984761726,1.6886985838386248,0.5074633706665533,21,3.198356229661841,2,3,3.136745043526101
EURUSD,1h+1d,rrh_1.5_3.0,32,3.7303762323463996,0.6951659895471307,-7.780517946653931,0.20760300504986873,37.5,1.189342698535899,12.84375,3.1061443837537164,37.5,62.5,0.0,2035.4211980173832,1694.9550343290455,5.945207198056202,1.634580284088724,0.5314674136019457,21,3.125813760560929,2,3,3.116962540997683
EURUSD,30m+4h,thr_0.65_hard,28,6.622661498364968,1.2057777501704336,-3.31601159349999,0.38978932738350464,46.42857142857143,1.4163003327169177,9.0,4.314982136851603,46.42857142857143,53.57142857142857,0.0,-1577.6978119291111,8200.359310294045,2.85897041521761,1.2472328265529968,0.3165560020067303,21,1.9978893602682648,2,3,3.040581109730767
EURUSD,30m+4h,pullback_soft55,90,-1.2252085435919602,-0.23015085003729174,-9.017195678504287,-0.028083363445963887,34.44444444444444,0.9725183591908965,7.4,1.9897652162882598,28.888888888888886,44.44444444444444,26.666666666666668,-1738.2643700518765,513.0558264599391,2.2038295813856967,1.0672237808259062,0.14194227388909056,67,3.869399268299305,3,3,3.023563944894335
EURUSD,1h+1d,rrh_2.0_3.0,32,2.79171080091154,0.5221761636370337,-6.376414921140816,0.1824896799096202,43.75,1.1565201476051719,14.8125,3.0252931987933604,43.75,56.25,0.0,1019.6216950319288,1772.0891058796178,3.9803412475584388,1.587078283203724,0.4691914650189152,21,2.917747176411405,2,3,2.966142886483285
EURUSD,30m+4h,comp_F,36,4.535954401035136,0.8325887771025053,-4.48433918273583,0.2449346554992736,41.66666666666667,1.2236580010640525,8.61111111111111,3.4515164425425895,30.555555555555557,52.77777777777778,0.0,4002.982715072778,532.9716859623231,5.511407405822499,1.4338080788206453,0.3857671725369061,26,2.5013809905048747,2,3,2.9289419439218465
EURUSD,30m+4h,rrh_1.2_2.4,36,2.6624699344279357,0.49233634315302144,-6.821240756668612,0.14588841561322974,36.11111111111111,1.1168779220897382,7.75,2.832158997305933,36.11111111111111,63.888888888888886,0.0,2684.4461429319213,-21.976208504017904,6.847163459236105,1.5472848041559324,0.41852641240858807,26,2.790830861517108,2,3,2.8094285226220794
EURUSD,1h+1d,exit_thr_0.3,33,2.077120893072193,0.3896211754054635,-4.8511257977644,0.15597214090745057,39.39393939393939,1.1497288552425304,7.757575757575758,3.018252547894451,27.27272727272727,33.33333333333333,39.39393939393939,-2019.948851840163,4097.069744912364,4.302112581516237,1.4504342855101202,0.3970813889392897,22,2.5395117802443377,2,3,2.7549451256868887
EURUSD,1h+1d,comp_F,32,2.3995400832198532,0.4495221372736724,-6.548347764646878,0.1481468312819306,37.5,1.1302129787944015,11.3125,2.8743995229819177,31.25,56.25,0.0,350.6298294055548,2048.910253814271,4.556983068978138,1.4326939286385574,0.4170217489276437,21,2.536490311358362,2,3,2.6885494565889623
EURUSD,1h+1d,rr_1.0_2.5,32,2.2351440280533375,0.4189987962244013,-9.637079047971298,0.12723082538441588,31.25,1.1142572687092442,6.65625,2.6349537507044443,28.125,56.25,15.625,3672.4352714422093,-1437.291243388871,5.95744596207094,1.564155959903684,0.36254275764934335,21,2.7317005159020926,2,3,2.6881644715631507
EURUSD,30m+4h,comp_E,49,5.28028868867072,0.9663956054912548,-8.312843062580521,0.2524530414090928,36.734693877551024,1.197510234377319,7.918367346938775,3.2376452894058714,30.612244897959183,44.89795918367347,24.489795918367346,3751.0185825266394,1529.2701061440403,4.910294925332738,1.5071861001708984,0.10819440979741474,35,2.2257667642912464,2,3,2.681112100592828
EURUSD,30m+4h,nm_5_30_soft,24,-1.1472608721042166,-0.2156234344847019,-5.192372370800847,-0.06693294205651705,37.5,0.9217653834984324,4.75,1.9119837386509202,33.33333333333333,62.5,4.166666666666666,-3965.766269331666,2818.5053972274345,4.2849690501501,1.7401003860361655,0.2997105324201312,17,2.9726162612040286,2,3,2.49533162605513
EURUSD,30m+4h,cross2_soft55,49,3.268982245490526,0.6030366569911516,-9.019855628361494,0.180489373581896,36.734693877551024,1.127936274607627,6.836734693877551,2.8442062971745954,34.69387755102041,42.857142857142854,22.448979591836736,1767.3547815294314,1501.6274639611065,4.267759418731054,1.4799122497315256,0.12090640551479022,35,2.183861701922547,2,3,2.4810167697859686
EURUSD,1h+1d,thr_0.8_hard,24,2.4893103171532482,0.46617296674675845,-4.900995009999987,0.1765687675600251,41.66666666666667,1.1767924899441362,12.5,3.1238552158234563,41.66666666666667,58.333333333333336,0.0,-1392.9660038390682,3882.2763209922673,0.9266427785061815,1.252362604739602,0.18328781207785946,15,1.7889233553810548,2,3,2.3896426925801357
EURUSD,1h+1d,rrh_1.5_2.0,32,0.45373920677345136,0.08566763790918142,-6.836857955206144,0.04356411727048057,43.75,1.025748999793221,9.0625,2.3507326203991754,43.75,56.25,0.0,-2628.2322958535615,3081.971502627032,2.2569120330506287,1.3379443638151491,0.3386322410624176,21,2.206406209554431,2,3,2.2713530944345663
EURUSD,30m+4h,nm_5_30_hard,24,-2.816666769515952,-0.5330450489046901,-6.793465209301008,-0.18353561510663505,33.33333333333333,0.8176970393687318,6.166666666666667,1.3051647723531898,33.33333333333333,66.66666666666666,0.0,-3931.731137533042,1115.0643680171079,4.2849690501501,1.7401003860361655,0.2997105324201312,17,2.9726162612040286,2,3,2.2222630912211514
EURUSD,30m+4h,thr_0.8_soft,25,1.141736077624378,0.2124162131299956,-4.363679450406622,0.0940377784052399,40.0,1.0899016849876504,5.88,2.742480518311762,32.0,44.0,24.0,835.3946457845526,306.3414318398444,1.5068558121283049,1.1717441527201946,0.20247607391998046,19,1.6622709744416433,2,3,2.1483652691831967
EURUSD,1h+1d,cross2_soft55,31,0.22126935342419163,0.04181575722572717,-6.4355929620764085,0.028611356759931428,35.483870967741936,1.0145946561233712,7.612903225806452,2.3073550927929545,29.03225806451613,35.483870967741936,35.483870967741936,810.9569737892883,-589.6876203651107,-1.2931344937998297,inf,-0.393261284370049,19,1.8971767285069285,1,3,2.0817569924356403
EURUSD,1h+1d,rrh_1.0_2.5,32,-0.8884508735897967,-0.16865969039181472,-11.438280745101448,-0.02403597843341481,28.125,0.960000641690092,7.28125,1.794246592631532,28.125,71.875,0.0,1630.6484308878994,-2519.0993044777097,3.354751098412967,1.3443826096289266,0.25936793710960676,21,2.1113646359063925,2,3,1.9686615164327055
EURUSD,1h+1d,nm_4_16_hard,48,-3.009997352689564,-0.5746395559703577,-11.361512828387077,-0.12420921315919616,35.41666666666667,0.9055131688632958,8.395833333333334,1.4350889073667021,35.41666666666667,64.58333333333334,0.0,-4625.395646009162,1615.3982933195896,-1.4276684317746646,1.1555441227414511,-0.3336065433155569,31,0.7964017461918202,2,3,1.083810968720517
EURUSD,30m+4h,nm_5_15_soft,64,-7.545747222625565,-1.4550967175875562,-11.216333004178002,-0.37650097882215144,34.375,0.7601966456183628,5.859375,0.4997580617401925,23.4375,42.1875,34.375,-11169.457290560666,3623.710067935068,1.1992089625203368,1.202990837676536,0.06438607865284263,48,1.5145528829575392,2,3,1.0578952134097332
EURUSD,30m+4h,thr_0.8_hard,25,1.4644172139820055,0.27209647964163697,-5.577842280926704,0.10658291851969875,40.0,1.0946347969836192,8.96,2.7251490597317507,40.0,60.0,0.0,-1494.111410907704,2958.528624889745,-0.47243073913020295,0.9852169000751383,0.030642020162231543,19,-1.4883274769976782,1,3,0.40773696453056485
EURUSD,1h+1d,no_exhaust_1.5,24,-0.47219899640322804,-0.0894882483004622,-4.4963964355608566,-0.02508523354086437,33.33333333333333,0.9604720384177563,8.208333333333334,2.1407458272565547,29.166666666666668,41.66666666666667,29.166666666666668,169.3481547058484,-641.5471511090441,0.7991629452919535,1.0311326217756462,0.03383777380341736,17,-1.378986466290662,1,3,0.20489306580558553
EURUSD,1h+1d,no_exhaust_1.0,24,-0.47219899640322804,-0.0894882483004622,-4.4963964355608566,-0.02508523354086437,33.33333333333333,0.9604720384177563,8.208333333333334,2.1407458272565547,29.166666666666668,41.66666666666667,29.166666666666668,169.3481547058484,-641.5471511090441,0.7991629452919535,1.0311326217756462,0.03383777380341736,17,-1.378986466290662,1,3,0.20489306580558553
EURUSD,1h+1d,cross2_hard55,31,0.7422654533537631,0.13997940302696854,-8.382274787341004,0.0601303937788687,38.70967741935484,1.037232003981907,12.516129032258064,2.34007236721253,38.70967741935484,61.29032258064516,0.0,-617.0579797641085,1359.323433117845,-2.9788782792931627,1.0387318112760398,-0.493252287973604,19,-2.192203592201258,1,3,-0.1526794104650535
EURUSD,1h+1d,nm_4_16_soft,49,-5.866505467959859,-1.133518849590598,-10.741740577281222,-0.3062663219565178,28.57142857142857,0.7882217637918758,5.979591836734694,0.7526046273433957,26.53061224489796,44.89795918367347,28.57142857142857,-6957.194905493838,1090.6894375340016,-4.9096102516975275,0.9599340433014579,-0.6025868986716263,31,-2.533108363921499,1,3,-1.0545375178522964
EURUSD,30m+4h,nm_3_12_hard,177,-25.207287259268586,-5.2752649435713455,-25.610371143981283,-0.7053808803592998,31.63841807909605,0.7515797496928357,12.32768361581921,-1.1394766888709462,31.63841807909605,68.36158192090396,0.0,-22416.457650013283,-2790.8296092553305,-10.650552065652152,0.8805641052774574,-0.3449817524582808,130,-2.3628499387890276,1,3,-1.8123319763258912
EURUSD,1h+1d,pullback_soft55,49,-9.971049640663466,-1.967210912277817,-13.364983268152963,-0.5744015961816561,28.57142857142857,0.6481032900426722,6.122448979591836,-0.34721512347754907,22.448979591836736,48.97959183673469,28.57142857142857,-3502.3962505902564,-6468.653390073241,-7.0932353504457915,0.647355826698662,-0.7024148752951176,30,-3.3298430130498105,1,3,-1.987660462742293
EURUSD,1h+1d,nm_3_12_soft,145,-21.160904654357616,-4.375487752217766,-27.377693518013015,-0.7853104360040134,31.724137931034484,0.6785668415834895,4.379310344827586,-1.5213065370371062,20.0,42.758620689655174,37.24137931034483,-12527.615608143997,-8633.289046213526,-12.947280565335241,0.7724687607115719,-0.6023829603514689,112,-2.988109724757412,1,3,-2.3280482902832746
EURUSD,1h+1d,nm_3_12_hard,131,-22.38492285923033,-4.65663528942758,-28.44669199265626,-0.7451413486215209,30.53435114503817,0.7193099369401407,9.534351145038167,-1.4310409117101097,30.53435114503817,69.46564885496184,0.0,-9949.255950463794,-12435.66690876654,-16.26175655433193,0.7638293192730264,-0.6938534257354162,99,-3.175739065600391,1,3,-2.3906248963497645
EURUSD,30m+4h,nm_4_16_hard,79,-23.078423974963602,-4.784265998740144,-23.57518527070407,-0.9791817028983111,25.31645569620253,0.5437734515147186,8.50632911392405,-2.160257520044301,25.31645569620253,74.68354430379746,0.0,-10106.009690052317,-12972.41428491125,-14.229885449893263,0.69990219342151,-0.7092520879500208,65,-3.3063725995809436,1,3,-2.7906208137894546
EURUSD,30m+4h,nm_3_12_soft,191,-31.736637836978133,-6.87611799801685,-32.402760573620824,-1.146139612022224,27.748691099476442,0.5956120186089272,5.858638743455497,-2.574840738898286,17.277486910994764,36.64921465968586,46.07329842931937,-21544.034966686275,-10192.60287029192,-16.996200531718973,0.7378778097261525,-0.7261499336870694,139,-5.783431286395489,0,3,-4.339565540021748
EURUSD,30m+4h,nm_4_16_soft,80,-28.490966463931457,-6.073502888162874,-28.490966463931457,-1.5971779858878217,18.75,0.3278862708039249,4.8375,-3.09465197546539,12.5,50.0,37.5,-11201.429827412143,-17289.536636519315,-23.008454915227837,0.4561144727229253,-1.5370494410620756,66,-6.817855603706428,0,3,-5.1424139709979615
