n,wr,pf,ret,bh,dd,sharpe,avg_bars,avg_win,avg_loss,set,symbol,ltf
5188,35.659213569776405,0.913288708807409,-95.0363828266232,85.84674894087307,-95.59085496161791,-1.187210506713686,11.319198149575945,541.0664495981948,-328.3431140153636,A_5m_30m_1h,US30,5min
3964,35.872855701311806,0.9438205154282538,-86.9233973540614,85.98035059261579,-90.05486913965102,-0.8403152293077639,13.049949545913218,1026.9487214873282,-608.6721004362873,B_15m_1h_4h,US30,15min
2033,37.875061485489425,1.0064983784380346,7.613072707932345,86.36853965791124,-38.776341680622494,0.17226961494492146,11.299065420560748,1531.3601190538898,-927.580537580018,C_30m_4h_1d,US30,30min
