model,phase,n,accuracy,majority_baseline,edge_vs_majority_pp,no_edge_flag,precision_0,recall_0,precision_1,recall_1,roc_auc,bucket_accuracy_monotonic,up_rate,pred_up_rate,mean_p_up,bucket,bucket_n,bucket_accuracy,bucket_mean_p_up,bucket_actual_up_rate
A_y5,holdout_10pct,35852,0.5107664844360147,0.5117148276246792,-0.09483431886645466,True,0.5316973415132924,0.3684726915948981,0.49926527789783043,0.6598880383868388,0.5222323488248766,True,0.48828517237532076,0.6453754323329243,0.5067984710624506,0.65+,0,,,
B_y1,walk_forward_oos,52628,0.5151630310861138,0.5064984418940488,0.8664589192065031,True,0.5127360071500391,0.3534190666872016,0.5164142141335023,0.6727566026410564,0.5201065698880816,True,0.5064984418940488,0.659838869043095,0.5094205584519803,0.50-0.55,31429,0.5130293677813484,0.5192865157598033,0.5130293677813484
B_y1,walk_forward_oos,52628,0.5151630310861138,0.5064984418940488,0.8664589192065031,True,0.5127360071500391,0.3534190666872016,0.5164142141335023,0.6727566026410564,0.5201065698880816,True,0.5064984418940488,0.659838869043095,0.5094205584519803,0.55-0.60,3258,0.5478821362799263,0.5616502793831153,0.5478821362799263
B_y1,walk_forward_oos,52628,0.5151630310861138,0.5064984418940488,0.8664589192065031,True,0.5127360071500391,0.3534190666872016,0.5164142141335023,0.6727566026410564,0.5201065698880816,True,0.5064984418940488,0.659838869043095,0.5094205584519803,0.60-0.65,38,0.6052631578947368,0.6110778643048662,0.6052631578947368
B_y1,walk_forward_oos,52628,0.5151630310861138,0.5064984418940488,0.8664589192065031,True,0.5127360071500391,0.3534190666872016,0.5164142141335023,0.6727566026410564,0.5201065698880816,True,0.5064984418940488,0.659838869043095,0.5094205584519803,0.65+,1,1.0,0.6590383935706553,1.0
B_y1,holdout_10pct,7148,0.5058757694459989,0.5113318410744264,-0.5456071628427539,True,0.5244532803180915,0.36087551299589604,0.4957910641053313,0.6576009161179502,0.5131199667264957,True,0.4886681589255736,0.648153329602686,0.5057393556870403,0.50-0.55,4613,0.49577281595491,0.5162643549469106,0.49577281595491
B_y1,holdout_10pct,7148,0.5058757694459989,0.5113318410744264,-0.5456071628427539,True,0.5244532803180915,0.36087551299589604,0.4957910641053313,0.6576009161179502,0.5131199667264957,True,0.4886681589255736,0.648153329602686,0.5057393556870403,0.55-0.60,20,0.5,0.5538265891149322,0.5
B_y1,holdout_10pct,7148,0.5058757694459989,0.5113318410744264,-0.5456071628427539,True,0.5244532803180915,0.36087551299589604,0.4957910641053313,0.6576009161179502,0.5131199667264957,True,0.4886681589255736,0.648153329602686,0.5057393556870403,0.60-0.65,0,,,
B_y1,holdout_10pct,7148,0.5058757694459989,0.5113318410744264,-0.5456071628427539,True,0.5244532803180915,0.36087551299589604,0.4957910641053313,0.6576009161179502,0.5131199667264957,True,0.4886681589255736,0.648153329602686,0.5057393556870403,0.65+,0,,,
B_y5,walk_forward_oos,52628,0.515695067264574,0.5124458463175496,0.32492209470244005,True,0.5048177156702541,0.34915624147472624,0.5212293225538258,0.6741443880010383,0.521318413702929,True,0.5124458463175496,0.6627840693167135,0.5167358915979408,0.50-0.55,25581,0.5138188499276807,0.523979786376232,0.5138188499276807
B_y5,walk_forward_oos,52628,0.515695067264574,0.5124458463175496,0.32492209470244005,True,0.5048177156702541,0.34915624147472624,0.5212293225538258,0.6741443880010383,0.521318413702929,True,0.5124458463175496,0.6627840693167135,0.5167358915979408,0.55-0.60,8652,0.539875173370319,0.5668763820898054,0.539875173370319
B_y5,walk_forward_oos,52628,0.515695067264574,0.5124458463175496,0.32492209470244005,True,0.5048177156702541,0.34915624147472624,0.5212293225538258,0.6741443880010383,0.521318413702929,True,0.5124458463175496,0.6627840693167135,0.5167358915979408,0.60-0.65,630,0.5634920634920635,0.6129496356987494,0.5634920634920635
B_y5,walk_forward_oos,52628,0.515695067264574,0.5124458463175496,0.32492209470244005,True,0.5048177156702541,0.34915624147472624,0.5212293225538258,0.6741443880010383,0.521318413702929,True,0.5124458463175496,0.6627840693167135,0.5167358915979408,0.65+,18,0.6111111111111112,0.6599833116523705,0.6111111111111112
B_y5,holdout_10pct,7148,0.48573027420257414,0.5169278119753777,-3.1197537772803594,True,0.5036496350364964,0.3548037889039242,0.47546754675467545,0.6258326093252244,0.4901558018424096,True,0.48307218802462226,0.6358421936205931,0.5097062991216138,0.50-0.55,4403,0.47013399954576424,0.523041866188883,0.47013399954576424
B_y5,holdout_10pct,7148,0.48573027420257414,0.5169278119753777,-3.1197537772803594,True,0.5036496350364964,0.3548037889039242,0.47546754675467545,0.6258326093252244,0.4901558018424096,True,0.48307218802462226,0.6358421936205931,0.5097062991216138,0.55-0.60,142,0.6408450704225352,0.5562629606133349,0.6408450704225352
B_y5,holdout_10pct,7148,0.48573027420257414,0.5169278119753777,-3.1197537772803594,True,0.5036496350364964,0.3548037889039242,0.47546754675467545,0.6258326093252244,0.4901558018424096,True,0.48307218802462226,0.6358421936205931,0.5097062991216138,0.60-0.65,0,,,
B_y5,holdout_10pct,7148,0.48573027420257414,0.5169278119753777,-3.1197537772803594,True,0.5036496350364964,0.3548037889039242,0.47546754675467545,0.6258326093252244,0.4901558018424096,True,0.48307218802462226,0.6358421936205931,0.5097062991216138,0.65+,0,,,
