side,horizon_5m,n,hit_pct,mean_ret,median_ret,mean_mfe,mean_mae,first_close_favor_pct,first_close_adverse_pct,symbol,panel,min_agree,n_agents
any,1,2716,47.45949926362297,-1.932043083820333e-05,-0.0008491854968618066,0.019711558795433827,0.019645817873310524,47.45949926362297,50.36818851251841,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,2,2716,47.790868924889544,-0.0005095480591040726,-0.000851518496490055,0.02725580954843849,0.027638118895405905,48.45360824742268,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,2,2716,47.790868924889544,-0.0005095480591040726,-0.000851518496490055,0.02725580954843849,0.027638118895405905,48.45360824742268,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,3,2716,48.01178203240059,-0.0012384464746434396,-0.0008824645772987305,0.033299598159680546,0.03400067636121913,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,3,2716,48.01178203240059,-0.0012384464746434396,-0.0008824645772987305,0.033299598159680546,0.03400067636121913,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,5,2716,47.82768777614139,-0.00019656950891969134,-0.0013018429170712988,0.04290795657866322,0.043356832116724406,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,5,2716,47.82768777614139,-0.00019656950891969134,-0.0013018429170712988,0.04290795657866322,0.043356832116724406,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,8,2716,47.45949926362297,-0.0014671517036735054,-0.002560924667638284,0.05393366201614106,0.05591618549785109,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,8,2716,47.45949926362297,-0.0014671517036735054,-0.002560924667638284,0.05393366201614106,0.05591618549785109,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,10,2716,49.37407952871871,-0.0003255337147955054,0.0,0.060480089281891414,0.06229875751303279,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,10,2716,49.37407952871871,-0.0003255337147955054,0.0,0.060480089281891414,0.06229875751303279,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,15,2716,49.22680412371135,-0.002145048192687466,-0.0009031364627546713,0.07480255479970215,0.07653167535821485,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,15,2716,49.22680412371135,-0.002145048192687466,-0.0009031364627546713,0.07480255479970215,0.07653167535821485,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,20,2716,49.005891016200295,-0.0031368397075108062,-0.0009538572406293056,0.08615059676117959,0.08973266064438419,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,20,2716,49.005891016200295,-0.0031368397075108062,-0.0009538572406293056,0.08615059676117959,0.08973266064438419,48.564064801178205,51.435935198821795,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,1,909,45.54455445544555,-0.00044157872824430983,-0.0009225517782245964,0.021805513875322962,0.022326229129377456,45.54455445544554,51.92519251925192,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,1,909,45.54455445544555,-0.00044157872824430983,-0.0009225517782245964,0.021805513875322962,0.022326229129377456,45.54455445544554,51.92519251925192,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,2,909,47.85478547854785,-0.001295747346246074,-0.000821969603569445,0.031150466837869532,0.03232269560468245,46.754675467546754,53.02530253025302,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,2,909,47.85478547854785,-0.001295747346246074,-0.000821969603569445,0.031150466837869532,0.03232269560468245,46.754675467546754,53.02530253025302,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,3,909,47.634763476347636,-0.0031842499937218102,-0.0008899409968979743,0.03679136240625626,0.0392513916388773,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,3,909,47.634763476347636,-0.0031842499937218102,-0.0008899409968979743,0.03679136240625626,0.0392513916388773,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,5,909,48.294829482948295,-0.0029174032163312704,-0.0009061910975845939,0.04824195746777736,0.05056150452528558,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,5,909,48.294829482948295,-0.0029174032163312704,-0.0009061910975845939,0.04824195746777736,0.05056150452528558,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,8,909,49.28492849284928,-0.005697917763430145,0.0,0.05863050559238546,0.06495907709565733,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,8,909,49.28492849284928,-0.005697917763430145,0.0,0.05863050559238546,0.06495907709565733,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,10,909,48.84488448844885,-0.005763880860734016,-0.0009072516625446152,0.06547181421344413,0.07197893352625676,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,10,909,48.84488448844885,-0.005763880860734016,-0.0009072516625446152,0.06547181421344413,0.07197893352625676,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,15,909,49.61496149614962,-0.005926400702654393,0.0,0.0818941381377878,0.0889935967193091,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,15,909,49.61496149614962,-0.005926400702654393,0.0,0.0818941381377878,0.0889935967193091,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,20,909,50.05500550055005,-0.005715013990959389,0.0008419847264025791,0.09548479581696032,0.10409943086649735,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,20,909,50.05500550055005,-0.005715013990959389,0.0008419847264025791,0.09548479581696032,0.10409943086649735,46.864686468646866,53.135313531353134,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,1,106,45.28301886792453,-0.0017444154077889682,-0.0009306719736444627,0.023036376221904135,0.023922810188783367,45.283018867924525,52.83018867924528,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,1,106,45.28301886792453,-0.0017444154077889682,-0.0009306719736444627,0.023036376221904135,0.023922810188783367,45.283018867924525,52.83018867924528,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,2,106,38.67924528301887,-0.0053677657562074595,-0.0060848428091049185,0.029935872719622638,0.034870028239379305,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,2,106,38.67924528301887,-0.0053677657562074595,-0.0060848428091049185,0.029935872719622638,0.034870028239379305,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,3,106,48.113207547169814,-0.004122971654729762,-0.0017428006935507321,0.03449120589941317,0.04034374994953607,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,3,106,48.113207547169814,-0.004122971654729762,-0.0017428006935507321,0.03449120589941317,0.04034374994953607,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,5,106,47.16981132075472,-0.00011318006803968628,-0.0013901405168157068,0.04489929334530063,0.051626629785500866,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,5,106,47.16981132075472,-0.00011318006803968628,-0.0013901405168157068,0.04489929334530063,0.051626629785500866,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,8,106,52.83018867924528,0.003159875531812755,0.010127131243979254,0.056710545014482236,0.06205526171637009,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,8,106,52.83018867924528,0.003159875531812755,0.010127131243979254,0.056710545014482236,0.06205526171637009,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,10,106,52.83018867924528,0.0013160411000400385,0.004892362136190432,0.0628432122884141,0.06845473307379527,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,10,106,52.83018867924528,0.0013160411000400385,0.004892362136190432,0.0628432122884141,0.06845473307379527,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,15,106,50.943396226415096,0.005451159441184856,0.0036299135420973048,0.07726758025727234,0.08035923237687416,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,15,106,50.943396226415096,0.005451159441184856,0.0036299135420973048,0.07726758025727234,0.08035923237687416,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,20,106,54.71698113207547,0.008084279698685392,0.01871373981797713,0.09235174264695749,0.09002864104214559,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,20,106,54.71698113207547,0.008084279698685392,0.01871373981797713,0.09235174264695749,0.09002864104214559,46.22641509433962,53.77358490566038,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,1,4315,52.004634994206256,0.0025237972646690904,0.0009488116134603646,0.02034699529636687,0.017565295025923064,52.004634994206256,45.26071842410197,EURUSD,abc_plus_research,2,10
short,1,3539,53.065837807290194,0.0023252705631953505,0.001780721904671815,0.020163865889229325,0.016963211610266062,53.065837807290194,44.24978807572761,EURUSD,abc_plus_research,2,10
any,1,7854,52.482811306340714,0.0024343414464216293,0.001708255614779592,0.020264477474637842,0.01729399718940535,52.48281130634072,44.8051948051948,EURUSD,abc_plus_research,2,10
long,2,4315,53.25608342989572,0.0036638771586109424,0.0026191723415378465,0.029186095828429046,0.02500058920797968,53.23290845886443,46.65121668597914,EURUSD,abc_plus_research,2,10
short,2,3539,55.26985024018084,0.004789253141542963,0.003426447031396359,0.028787962175901568,0.023334318099798045,54.33738344165018,45.54959027974004,EURUSD,abc_plus_research,2,10
any,2,7854,54.163483575248286,0.004170969799761492,0.0027719388045797265,0.029006697433178887,0.024249770077364095,53.73058314234785,46.154825566590276,EURUSD,abc_plus_research,2,10
long,3,4315,53.603707995365,0.003990291753728616,0.0028612849076734403,0.03582394312289336,0.03051842228894678,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research,2,10
short,3,3539,55.21333710087596,0.005897024810995536,0.0036279204759867944,0.035518939321228925,0.027613738679771387,54.422153150607514,45.577846849392486,EURUSD,abc_plus_research,2,10
any,3,7854,54.32900432900433,0.004849462658957496,0.003413906073917537,0.03568650889140744,0.029209576440605584,53.819709702062646,46.180290297937354,EURUSD,abc_plus_research,2,10
long,5,4315,53.441483198146,0.005529734962714238,0.003396018168700599,0.04644016971236237,0.03926410801105244,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research,2,10
short,5,3539,53.23537722520486,0.006080781138360437,0.003548238299687755,0.04631773195822738,0.03587773291227387,54.422153150607514,45.577846849392486,EURUSD,abc_plus_research,2,10
any,5,7854,53.348612172141586,0.005778035499461361,0.0034475021509503363,0.046384999453655505,0.037738212737997004,53.819709702062646,46.180290297937354,EURUSD,abc_plus_research,2,10
long,8,4315,52.14368482039398,0.004289775004589855,0.003443526170802342,0.057693325219373606,0.0508468822833181,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research,2,10
short,8,3539,51.653009324667984,0.00395756220432703,0.0025702095577504235,0.057875301143672404,0.04746249942191457,54.422153150607514,45.577846849392486,EURUSD,abc_plus_research,2,10
any,8,7854,51.92258721670486,0.004140080441293427,0.0029088608031870985,0.05777532328355662,0.04932188470927849,53.819709702062646,46.180290297937354,EURUSD,abc_plus_research,2,10
long,10,4315,52.83893395133256,0.005481669367071545,0.004604687571957961,0.0643900808511123,0.0569056210379117,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research,2,10
short,10,3539,50.72054252613732,0.0031492218743990837,0.0009336196433426821,0.0639002705218164,0.05375967059221785,54.422153150607514,45.577846849392486,EURUSD,abc_plus_research,2,10
any,10,7854,51.88439011968424,0.0044306722093725584,0.0027921786048579686,0.06416937309005064,0.05548806073395058,53.819709702062646,46.180290297937354,EURUSD,abc_plus_research,2,10
long,15,4315,52.236384704519125,0.004967216714115069,0.004268797650462781,0.07934287274298238,0.07078982971797189,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research,2,10
short,15,3539,50.24018084204578,0.0037486089578394016,0.0009056330374991407,0.07814876109928796,0.06729120695934777,54.422153150607514,45.577846849392486,EURUSD,abc_plus_research,2,10
any,15,7854,51.33689839572193,0.004418113983091439,0.0025974677637723236,0.07880480792161308,0.06921335582660816,53.819709702062646,46.180290297937354,EURUSD,abc_plus_research,2,10
long,20,4315,51.680185399768256,0.004006735421259651,0.003717921310178549,0.09108074838129615,0.08335467739819594,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research,2,10
short,20,3539,49.92935857586889,0.005016893399434294,0.0,0.08970699768382706,0.07822829819294498,54.422153150607514,45.577846849392486,EURUSD,abc_plus_research,2,10
any,20,7854,50.89126559714795,0.00446191101137425,0.0025038897624178654,0.0904617384859125,0.08104473902190576,53.819709702062646,46.180290297937354,EURUSD,abc_plus_research,2,10
long,1,1777,53.06696679797411,0.004032031930165653,0.0018487363886699247,0.02301058715217304,0.01875154013047052,53.06696679797411,44.23185143500282,EURUSD,abc_plus_research,3,10
short,1,1009,61.34786917740337,0.00650434926556642,0.004736732412501513,0.021606717551023547,0.01366322776492204,61.34786917740337,35.678889990089196,EURUSD,abc_plus_research,3,10
any,1,2786,56.066044508255565,0.004927426112297516,0.00338861008564604,0.022502150530651202,0.0169087163053311,56.066044508255565,41.13424264178033,EURUSD,abc_plus_research,3,10
long,2,1777,55.37422622397299,0.005998415333995217,0.003706243166597294,0.03370482401198967,0.026947556488422654,54.41755768148565,45.46989307822172,EURUSD,abc_plus_research,3,10
short,2,1009,64.51932606541129,0.010640263631105767,0.009241717111038213,0.03185729847674156,0.018876163609915102,63.13181367690783,36.66997026759167,EURUSD,abc_plus_research,3,10
any,2,2786,58.68628858578607,0.0076795441680887365,0.005649887793933144,0.033035709415770956,0.024024356411461376,57.57358219669778,42.28284278535535,EURUSD,abc_plus_research,3,10
long,3,1777,55.88069780528981,0.005888033788247813,0.004630229844598695,0.04027401443952124,0.032324155555157316,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research,3,10
short,3,1009,63.924677898909806,0.01316687230819578,0.009288108687763719,0.039747162985783076,0.022160184537426453,63.33002973240833,36.66997026759167,EURUSD,abc_plus_research,3,10
any,3,2786,58.79396984924623,0.008524196051933202,0.006459107916911431,0.04008320571130092,0.02864309067472284,57.68126346015793,42.31873653984207,EURUSD,abc_plus_research,3,10
long,5,1777,56.049521665728754,0.007840024939336507,0.0068657741160384495,0.0524937678181638,0.04129572671482566,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research,3,10
short,5,1009,61.74430128840436,0.014176751054949815,0.01085412954402688,0.05091618290171744,0.02961847934776091,63.33002973240833,36.66997026759167,EURUSD,abc_plus_research,3,10
any,5,2786,58.11198851399857,0.01013498425400048,0.008249010368954573,0.05192241707132447,0.037066601591577875,57.68126346015793,42.31873653984207,EURUSD,abc_plus_research,3,10
long,8,1777,54.755205402363536,0.005913112762315138,0.006637335962984004,0.06372759900838501,0.05302768814210547,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research,3,10
short,8,1009,59.068384539147665,0.0136956754220769,0.010947107226905981,0.06424515265824701,0.04020653191429439,63.33002973240833,36.66997026759167,EURUSD,abc_plus_research,3,10
any,8,2786,56.317300789662596,0.008731707781589947,0.008233277026137405,0.06391504036973128,0.04838427585428731,57.68126346015793,42.31873653984207,EURUSD,abc_plus_research,3,10
long,10,1777,53.742262239729875,0.0058240602371968046,0.007037111969254857,0.07064569489618089,0.059462072855114075,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research,3,10
short,10,1009,57.97819623389494,0.014063393837895934,0.010958904109585962,0.07140288766372864,0.04670860652019258,63.33002973240833,36.66997026759167,EURUSD,abc_plus_research,3,10
any,10,2786,55.27638190954774,0.00880808306673931,0.008446860348538993,0.07091992587337245,0.05484317567925773,57.68126346015793,42.31873653984207,EURUSD,abc_plus_research,3,10
long,15,1777,53.34833989870569,0.005917707308493219,0.005571754917089597,0.08674415421524947,0.07521792877283971,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research,3,10
short,15,1009,55.99603567888999,0.01758220135290813,0.010073705948514797,0.08915530106935911,0.059873247735573634,63.33002973240833,36.66997026759167,EURUSD,abc_plus_research,3,10
any,15,2786,54.307250538406315,0.010142213586603286,0.007367694543315912,0.087617394407567,0.06966057659530867,57.68126346015793,42.31873653984207,EURUSD,abc_plus_research,3,10
long,20,1777,53.0106921778278,0.005054315705262277,0.0060121961693734,0.0997716693233119,0.08936859648635319,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research,3,10
short,20,1009,54.21209117938554,0.017553038416442287,0.00946399380539056,0.10243510689233162,0.07125196342276553,63.33002973240833,36.66997026759167,EURUSD,abc_plus_research,3,10
any,20,2786,53.44580043072506,0.009580952896784397,0.007287368258647574,0.10073628113492028,0.08280733203511129,57.68126346015793,42.31873653984207,EURUSD,abc_plus_research,3,10
long,1,291,55.32646048109966,0.0043595062449061335,0.0027737968656071834,0.02434382293294606,0.018659005055692023,55.32646048109966,42.955326460481096,EURUSD,abc_plus_research,4,10
short,1,146,54.109589041095894,0.005417111353508458,0.0017735853082242216,0.020900497080721423,0.013783333564249498,54.10958904109589,40.41095890410959,EURUSD,abc_plus_research,4,10
any,1,437,54.91990846681922,0.0047128479974368875,0.0025991803917809145,0.023193421160806933,0.017030062177544172,54.91990846681922,42.10526315789474,EURUSD,abc_plus_research,4,10
long,2,291,54.63917525773196,0.006303919046581321,0.0034202650705463878,0.03461078020325103,0.027222436517358128,56.3573883161512,43.6426116838488,EURUSD,abc_plus_research,4,10
short,2,146,57.534246575342465,0.00947785735170381,0.0031549228261324143,0.030183267777081454,0.019238072205646006,57.534246575342465,41.78082191780822,EURUSD,abc_plus_research,4,10
any,2,437,55.60640732265446,0.007364319487194326,0.0034202650705463878,0.03313156552540032,0.024554891461271242,56.75057208237986,43.02059496567506,EURUSD,abc_plus_research,4,10
long,3,291,57.73195876288659,0.0071342430662097245,0.0058783023462836105,0.041562155674138,0.03226147054805792,56.3573883161512,43.6426116838488,EURUSD,abc_plus_research,4,10
short,3,146,62.328767123287676,0.014604181232638763,0.009223624442846075,0.03709483521167803,0.02260381167149807,58.21917808219178,41.78082191780822,EURUSD,abc_plus_research,4,10
any,3,437,59.26773455377574,0.009629920348357641,0.006490616423094767,0.040069641286222306,0.029034884287239295,56.97940503432494,43.02059496567506,EURUSD,abc_plus_research,4,10
long,5,291,57.388316151202744,0.010134806762912826,0.007608034084000305,0.054010949458403824,0.03981031583993508,56.3573883161512,43.6426116838488,EURUSD,abc_plus_research,4,10
short,5,146,57.534246575342465,0.016057260657048433,0.008502036360270809,0.048815918500627595,0.027886218541546222,58.21917808219178,41.78082191780822,EURUSD,abc_plus_research,4,10
any,5,437,57.43707093821511,0.012113475569649207,0.007642792846358252,0.052275309824913366,0.035826521319191895,56.97940503432494,43.02059496567506,EURUSD,abc_plus_research,4,10
long,8,291,57.73195876288659,0.010458416842615541,0.01042634262855988,0.06529248542292376,0.05128616555222541,56.3573883161512,43.6426116838488,EURUSD,abc_plus_research,4,10
short,8,146,56.16438356164384,0.018771945185607167,0.008767810993251855,0.06361491852579701,0.03905394962190213,58.21917808219178,41.78082191780822,EURUSD,abc_plus_research,4,10
any,8,437,57.20823798627003,0.013235934321052103,0.00924539117249949,0.06473201684859767,0.04719942979518376,56.97940503432494,43.02059496567506,EURUSD,abc_plus_research,4,10
long,10,291,54.98281786941581,0.010768587601866875,0.007648768548257226,0.07296053528596275,0.058047152576353844,56.3573883161512,43.6426116838488,EURUSD,abc_plus_research,4,10
short,10,146,56.849315068493155,0.016175686104888624,0.011033869526691692,0.06995760048656521,0.04630923667163595,58.21917808219178,41.78082191780822,EURUSD,abc_plus_research,4,10
any,10,437,55.60640732265446,0.012575078177247137,0.008441984804441001,0.07195726645138142,0.054125560534960676,56.97940503432494,43.02059496567506,EURUSD,abc_plus_research,4,10
long,15,291,52.23367697594502,0.004489430272576413,0.005502012819685191,0.08770998296888412,0.07605263416653507,56.3573883161512,43.6426116838488,EURUSD,abc_plus_research,4,10
short,15,146,49.31506849315068,0.026447007375195383,-0.0008589220528197973,0.09230495859659604,0.05633488312458485,58.21917808219178,41.78082191780822,EURUSD,abc_plus_research,4,10
any,15,437,51.25858123569794,0.011825371364069246,0.004479684630211487,0.08924514645091144,0.06946501024862951,56.97940503432494,43.02059496567506,EURUSD,abc_plus_research,4,10
long,20,291,53.264604810996566,0.0033747336999889713,0.00853064396882746,0.0992677627391591,0.08928926784468434,56.3573883161512,43.6426116838488,EURUSD,abc_plus_research,4,10
short,20,146,45.89041095890411,0.01866148297301168,-0.006234833369993055,0.10748115724745136,0.06866756694025358,58.21917808219178,41.78082191780822,EURUSD,abc_plus_research,4,10
any,20,437,50.800915331807786,0.00848197716420251,0.0018569929712731526,0.10201182589295928,0.08239963779423379,56.97940503432494,43.02059496567506,EURUSD,abc_plus_research,4,10
long,1,4315,52.004634994206256,0.0025237972646690904,0.0009488116134603646,0.02034699529636687,0.017565295025923064,52.004634994206256,45.26071842410197,EURUSD,abc_plus_research_longOnly,2,10
any,1,4315,52.004634994206256,0.0025237972646690904,0.0009488116134603646,0.02034699529636687,0.017565295025923064,52.004634994206256,45.26071842410197,EURUSD,abc_plus_research_longOnly,2,10
long,2,4315,53.25608342989572,0.0036638771586109424,0.0026191723415378465,0.029186095828429046,0.02500058920797968,53.23290845886443,46.65121668597914,EURUSD,abc_plus_research_longOnly,2,10
any,2,4315,53.25608342989572,0.0036638771586109424,0.0026191723415378465,0.029186095828429046,0.02500058920797968,53.23290845886443,46.65121668597914,EURUSD,abc_plus_research_longOnly,2,10
long,3,4315,53.603707995365,0.003990291753728616,0.0028612849076734403,0.03582394312289336,0.03051842228894678,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
any,3,4315,53.603707995365,0.003990291753728616,0.0028612849076734403,0.03582394312289336,0.03051842228894678,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
long,5,4315,53.441483198146,0.005529734962714238,0.003396018168700599,0.04644016971236237,0.03926410801105244,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
any,5,4315,53.441483198146,0.005529734962714238,0.003396018168700599,0.04644016971236237,0.03926410801105244,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
long,8,4315,52.14368482039398,0.004289775004589855,0.003443526170802342,0.057693325219373606,0.0508468822833181,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
any,8,4315,52.14368482039398,0.004289775004589855,0.003443526170802342,0.057693325219373606,0.0508468822833181,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
long,10,4315,52.83893395133256,0.005481669367071545,0.004604687571957961,0.0643900808511123,0.0569056210379117,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
any,10,4315,52.83893395133256,0.005481669367071545,0.004604687571957961,0.0643900808511123,0.0569056210379117,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
long,15,4315,52.236384704519125,0.004967216714115069,0.004268797650462781,0.07934287274298238,0.07078982971797189,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
any,15,4315,52.236384704519125,0.004967216714115069,0.004268797650462781,0.07934287274298238,0.07078982971797189,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
long,20,4315,51.680185399768256,0.004006735421259651,0.003717921310178549,0.09108074838129615,0.08335467739819594,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
any,20,4315,51.680185399768256,0.004006735421259651,0.003717921310178549,0.09108074838129615,0.08335467739819594,53.32560834298957,46.67439165701043,EURUSD,abc_plus_research_longOnly,2,10
long,1,1777,53.06696679797411,0.004032031930165653,0.0018487363886699247,0.02301058715217304,0.01875154013047052,53.06696679797411,44.23185143500282,EURUSD,abc_plus_research_longOnly,3,10
any,1,1777,53.06696679797411,0.004032031930165653,0.0018487363886699247,0.02301058715217304,0.01875154013047052,53.06696679797411,44.23185143500282,EURUSD,abc_plus_research_longOnly,3,10
long,2,1777,55.37422622397299,0.005998415333995217,0.003706243166597294,0.03370482401198967,0.026947556488422654,54.41755768148565,45.46989307822172,EURUSD,abc_plus_research_longOnly,3,10
any,2,1777,55.37422622397299,0.005998415333995217,0.003706243166597294,0.03370482401198967,0.026947556488422654,54.41755768148565,45.46989307822172,EURUSD,abc_plus_research_longOnly,3,10
long,3,1777,55.88069780528981,0.005888033788247813,0.004630229844598695,0.04027401443952124,0.032324155555157316,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
any,3,1777,55.88069780528981,0.005888033788247813,0.004630229844598695,0.04027401443952124,0.032324155555157316,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
long,5,1777,56.049521665728754,0.007840024939336507,0.0068657741160384495,0.0524937678181638,0.04129572671482566,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
any,5,1777,56.049521665728754,0.007840024939336507,0.0068657741160384495,0.0524937678181638,0.04129572671482566,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
long,8,1777,54.755205402363536,0.005913112762315138,0.006637335962984004,0.06372759900838501,0.05302768814210547,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
any,8,1777,54.755205402363536,0.005913112762315138,0.006637335962984004,0.06372759900838501,0.05302768814210547,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
long,10,1777,53.742262239729875,0.0058240602371968046,0.007037111969254857,0.07064569489618089,0.059462072855114075,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
any,10,1777,53.742262239729875,0.0058240602371968046,0.007037111969254857,0.07064569489618089,0.059462072855114075,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
long,15,1777,53.34833989870569,0.005917707308493219,0.005571754917089597,0.08674415421524947,0.07521792877283971,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
any,15,1777,53.34833989870569,0.005917707308493219,0.005571754917089597,0.08674415421524947,0.07521792877283971,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
long,20,1777,53.0106921778278,0.005054315705262277,0.0060121961693734,0.0997716693233119,0.08936859648635319,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
any,20,1777,53.0106921778278,0.005054315705262277,0.0060121961693734,0.0997716693233119,0.08936859648635319,54.473832301631965,45.526167698368035,EURUSD,abc_plus_research_longOnly,3,10
long,1,291,55.32646048109966,0.0043595062449061335,0.0027737968656071834,0.02434382293294606,0.018659005055692023,55.32646048109966,42.955326460481096,EURUSD,abc_plus_research_longOnly,4,10
any,1,291,55.32646048109966,0.0043595062449061335,0.0027737968656071834,0.02434382293294606,0.018659005055692023,55.32646048109966,42.955326460481096,EURUSD,abc_plus_research_longOnly,4,10
long,2,291,54.63917525773196,0.006303919046581321,0.0034202650705463878,0.03461078020325103,0.027222436517358128,56.3573883161512,43.6426116838488,EURUSD,abc_plus_research_longOnly,4,10
