side,horizon_m1,n,hit_pct,mean_ret,median_ret,mean_mfe,mean_mae,first_close_favor_pct,first_close_adverse_pct,symbol,panel,min_agree,n_agents
any,60,709,50.07052186177715,-0.004302110332783788,0.0008362322718813145,0.07321426740949585,0.07558629852030468,49.78843441466855,50.21156558533145,EURUSD,abc_plus_dvmr_mv,3,7
long,5,40,37.5,-0.006388190357709263,-0.005496987467078179,0.017301108726106944,0.022672219836227404,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
any,5,40,37.5,-0.006388190357709263,-0.005496987467078179,0.017301108726106944,0.022672219836227404,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
long,10,40,35.0,-0.006315106392147551,-0.007393570876888888,0.02349903779111482,0.032796970235265725,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
any,10,40,35.0,-0.006315106392147551,-0.007393570876888888,0.02349903779111482,0.032796970235265725,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
long,20,40,50.0,0.0013856678542837216,-0.0007760752183087197,0.03629578854838866,0.04081611995459433,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
any,20,40,50.0,0.0013856678542837216,-0.0007760752183087197,0.03629578854838866,0.04081611995459433,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
long,30,40,55.00000000000001,0.01008681340602692,0.011475861340181304,0.050862112938180236,0.050437959364079375,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
any,30,40,55.00000000000001,0.01008681340602692,0.011475861340181304,0.050862112938180236,0.050437959364079375,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
long,60,40,57.49999999999999,0.0005281178492853548,0.011676685156564006,0.07343917224066238,0.07194224434763383,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
any,60,40,57.49999999999999,0.0005281178492853548,0.011676685156564006,0.07343917224066238,0.07194224434763383,50.0,50.0,EURUSD,abc_plus_dvmr_mv,4,7
long,5,1970,47.868020304568525,0.00015155073925510537,0.0,0.020166040484314963,0.020008022148701027,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,5,1970,47.868020304568525,0.00015155073925510537,0.0,0.020166040484314963,0.020008022148701027,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,10,1970,47.56345177664974,-0.0002942765193994591,-0.0008817414522612826,0.027948804515967957,0.028395893981167288,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,10,1970,47.56345177664974,-0.0002942765193994591,-0.0008817414522612826,0.027948804515967957,0.028395893981167288,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,20,1970,48.02030456852792,0.00037566398389993265,-0.0008912340461109953,0.04013204935671954,0.04037693000307922,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,20,1970,48.02030456852792,0.00037566398389993265,-0.0008912340461109953,0.04013204935671954,0.04037693000307922,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,30,1970,48.223350253807105,-0.0007189975153098061,-0.0017659035481312254,0.04835180149842571,0.049080531294812525,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,30,1970,48.223350253807105,-0.0007189975153098061,-0.0017659035481312254,0.04835180149842571,0.049080531294812525,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,60,1970,49.54314720812183,0.001210327484127556,0.0,0.06859739748549915,0.06881826608902147,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
any,60,1970,49.54314720812183,0.001210327484127556,0.0,0.06859739748549915,0.06881826608902147,49.34010152284264,50.65989847715736,EURUSD,abc_plus_dvmr_mv_longOnly,2,7
long,5,696,46.695402298850574,0.0002956679255705153,-0.0008601843662998715,0.022254570518466018,0.021684718229582543,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,5,696,46.695402298850574,0.0002956679255705153,-0.0008601843662998715,0.022254570518466018,0.021684718229582543,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,10,696,48.99425287356322,-0.0012151540845098466,0.0,0.031584498189035214,0.03218561524418011,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,10,696,48.99425287356322,-0.0012151540845098466,0.0,0.031584498189035214,0.03218561524418011,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,20,696,50.0,-0.0018604205335551905,0.00042096400757076266,0.04328897337411289,0.04443885495521274,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,20,696,50.0,-0.0018604205335551905,0.00042096400757076266,0.04328897337411289,0.04443885495521274,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,30,696,51.293103448275865,-0.001020976827125213,0.0009444649650033158,0.053551515294950766,0.054152928630259604,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,30,696,51.293103448275865,-0.001020976827125213,0.0009444649650033158,0.053551515294950766,0.054152928630259604,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,60,696,49.42528735632184,-0.005218010062600774,-0.0008966574932311621,0.07297434152700205,0.07680204164243909,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
any,60,696,49.42528735632184,-0.005218010062600774,-0.0008966574932311621,0.07297434152700205,0.07680204164243909,49.42528735632184,50.57471264367816,EURUSD,abc_plus_dvmr_mv_longOnly,3,7
long,5,40,37.5,-0.006388190357709263,-0.005496987467078179,0.017301108726106944,0.022672219836227404,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,5,40,37.5,-0.006388190357709263,-0.005496987467078179,0.017301108726106944,0.022672219836227404,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,10,40,35.0,-0.006315106392147551,-0.007393570876888888,0.02349903779111482,0.032796970235265725,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,10,40,35.0,-0.006315106392147551,-0.007393570876888888,0.02349903779111482,0.032796970235265725,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,20,40,50.0,0.0013856678542837216,-0.0007760752183087197,0.03629578854838866,0.04081611995459433,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,20,40,50.0,0.0013856678542837216,-0.0007760752183087197,0.03629578854838866,0.04081611995459433,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,30,40,55.00000000000001,0.01008681340602692,0.011475861340181304,0.050862112938180236,0.050437959364079375,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,30,40,55.00000000000001,0.01008681340602692,0.011475861340181304,0.050862112938180236,0.050437959364079375,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,60,40,57.49999999999999,0.0005281178492853548,0.011676685156564006,0.07343917224066238,0.07194224434763383,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
any,60,40,57.49999999999999,0.0005281178492853548,0.011676685156564006,0.07343917224066238,0.07194224434763383,50.0,50.0,EURUSD,abc_plus_dvmr_mv_longOnly,4,7
long,5,946,48.09725158562368,0.003231050172486219,0.0,0.033758904107014556,0.02758270957398281,49.68287526427061,50.10570824524313,US30,abc_only,2,3
short,5,497,49.49698189134809,-0.0016079164327974143,0.0,0.0443260949036721,0.04927662983004097,49.899396378269614,49.69818913480885,US30,abc_only,2,3
any,5,1443,48.57934857934858,0.001564406788684441,0.0,0.03739847016795621,0.035054558754343795,49.757449757449756,49.965349965349965,US30,abc_only,2,3
long,10,946,50.52854122621564,0.002020578547540331,0.0006162059373963219,0.045141206973904544,0.039118042184865504,49.68287526427061,50.21141649048626,US30,abc_only,2,3
short,10,497,48.49094567404427,-0.0016891725934074446,0.0,0.06462562914090868,0.06935150319206089,50.100603621730386,49.69818913480885,US30,abc_only,2,3
any,10,1443,49.826749826749825,0.0007428610721064813,0.0,0.051852057851937146,0.04953109147147404,49.826749826749825,50.034650034650035,US30,abc_only,2,3
long,20,946,50.42283298097252,0.0011967551235703832,0.0012019415966738039,0.060319708469474966,0.05555158762207643,49.78858350951374,50.21141649048626,US30,abc_only,2,3
short,20,497,46.076458752515094,-0.01128399170063068,0.0,0.08694293760925753,0.09685722369844858,50.100603621730386,49.69818913480885,US30,abc_only,2,3
any,20,1443,48.925848925848925,-0.0031018804770033713,0.0,0.0694893168426364,0.06977813033167932,49.896049896049895,50.034650034650035,US30,abc_only,2,3
long,30,946,49.04862579281184,-0.0024599538033210373,0.0,0.0702567634385585,0.06983568205975195,49.78858350951374,50.21141649048626,US30,abc_only,2,3
short,30,497,49.29577464788733,-0.008273523927927339,0.0,0.10666164028981678,0.11723714291879124,50.100603621730386,49.69818913480885,US30,abc_only,2,3
any,30,1443,49.133749133749134,-0.0044622714415257034,0.0,0.08279538006716235,0.086161756936358,49.896049896049895,50.034650034650035,US30,abc_only,2,3
long,60,946,51.69133192389006,0.00408976681687469,0.001724447767996741,0.10049990922320087,0.10147588377212409,49.78858350951374,50.21141649048626,US30,abc_only,2,3
short,60,497,48.08853118712273,-0.011754829040487441,0.0,0.15390810187936085,0.1640656588246591,50.30181086519115,49.69818913480885,US30,abc_only,2,3
any,60,1443,50.45045045045045,-0.0013674501901308391,0.0005879057902135791,0.11889483074094967,0.12303313824274772,49.965349965349965,50.034650034650035,US30,abc_only,2,3
long,5,6,66.66666666666666,0.05605173963130234,0.017027905149666896,0.0935382476848788,0.017054300697246647,66.66666666666667,33.333333333333336,US30,abc_only,3,3
short,5,6,50.0,0.03505027051827042,0.006667355569650141,0.08494301190743904,0.07906463802057848,33.333333333333336,66.66666666666667,US30,abc_only,3,3
any,5,12,58.333333333333336,0.04555100507478638,0.009743917938626922,0.08924062979615892,0.04805946935891257,50.0,50.0,US30,abc_only,3,3
long,10,6,66.66666666666666,0.04200890606142557,0.024733171243706394,0.12445061516128443,0.020879162315538696,66.66666666666667,33.333333333333336,US30,abc_only,3,3
short,10,6,50.0,0.04331186862831051,0.017099222598342092,0.11525193467813682,0.09642214888090173,33.333333333333336,66.66666666666667,US30,abc_only,3,3
any,10,12,58.333333333333336,0.042660387344868045,0.024733171243706394,0.11985127491971063,0.05865065559822021,50.0,50.0,US30,abc_only,3,3
long,20,6,66.66666666666666,0.055100002394611824,0.016789502621431213,0.13507821177730764,0.03260509579666704,66.66666666666667,33.333333333333336,US30,abc_only,3,3
short,20,6,66.66666666666666,0.021167444710914318,0.026038097158486886,0.14446950759599284,0.1030095546826826,33.333333333333336,66.66666666666667,US30,abc_only,3,3
any,20,12,66.66666666666666,0.03813372355276307,0.016789502621431213,0.13977385968665024,0.06780732523967482,50.0,50.0,US30,abc_only,3,3
long,30,6,16.666666666666664,-0.05178691585268505,-0.06374887906504569,0.13507821177730764,0.07633974172189602,66.66666666666667,33.333333333333336,US30,abc_only,3,3
short,30,6,83.33333333333334,0.06104564286017222,0.06902931303424875,0.15934078163072987,0.1030095546826826,33.333333333333336,66.66666666666667,US30,abc_only,3,3
any,30,12,50.0,0.00462936350374358,0.013086273997549774,0.14720949670401878,0.08967464820228932,50.0,50.0,US30,abc_only,3,3
long,60,6,50.0,0.021211348955730885,-0.021093993580063912,0.14067380173867305,0.13193183957044974,66.66666666666667,33.333333333333336,US30,abc_only,3,3
short,60,6,66.66666666666666,0.012473750322953682,0.07877875993673036,0.21442250546922495,0.20136361178992554,33.333333333333336,66.66666666666667,US30,abc_only,3,3
any,60,12,58.333333333333336,0.016842549639342282,0.04152608994496933,0.17754815360394902,0.16664772568018762,50.0,50.0,US30,abc_only,3,3
long,5,946,48.09725158562368,0.003231050172486219,0.0,0.033758904107014556,0.02758270957398281,49.68287526427061,50.10570824524313,US30,abc_only_longOnly,2,3
any,5,946,48.09725158562368,0.003231050172486219,0.0,0.033758904107014556,0.02758270957398281,49.68287526427061,50.10570824524313,US30,abc_only_longOnly,2,3
long,10,946,50.52854122621564,0.002020578547540331,0.0006162059373963219,0.045141206973904544,0.039118042184865504,49.68287526427061,50.21141649048626,US30,abc_only_longOnly,2,3
any,10,946,50.52854122621564,0.002020578547540331,0.0006162059373963219,0.045141206973904544,0.039118042184865504,49.68287526427061,50.21141649048626,US30,abc_only_longOnly,2,3
long,20,946,50.42283298097252,0.0011967551235703832,0.0012019415966738039,0.060319708469474966,0.05555158762207643,49.78858350951374,50.21141649048626,US30,abc_only_longOnly,2,3
any,20,946,50.42283298097252,0.0011967551235703832,0.0012019415966738039,0.060319708469474966,0.05555158762207643,49.78858350951374,50.21141649048626,US30,abc_only_longOnly,2,3
long,30,946,49.04862579281184,-0.0024599538033210373,0.0,0.0702567634385585,0.06983568205975195,49.78858350951374,50.21141649048626,US30,abc_only_longOnly,2,3
any,30,946,49.04862579281184,-0.0024599538033210373,0.0,0.0702567634385585,0.06983568205975195,49.78858350951374,50.21141649048626,US30,abc_only_longOnly,2,3
long,60,946,51.69133192389006,0.00408976681687469,0.001724447767996741,0.10049990922320087,0.10147588377212409,49.78858350951374,50.21141649048626,US30,abc_only_longOnly,2,3
any,60,946,51.69133192389006,0.00408976681687469,0.001724447767996741,0.10049990922320087,0.10147588377212409,49.78858350951374,50.21141649048626,US30,abc_only_longOnly,2,3
long,5,6,66.66666666666666,0.05605173963130234,0.017027905149666896,0.0935382476848788,0.017054300697246647,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
any,5,6,66.66666666666666,0.05605173963130234,0.017027905149666896,0.0935382476848788,0.017054300697246647,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
long,10,6,66.66666666666666,0.04200890606142557,0.024733171243706394,0.12445061516128443,0.020879162315538696,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
any,10,6,66.66666666666666,0.04200890606142557,0.024733171243706394,0.12445061516128443,0.020879162315538696,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
long,20,6,66.66666666666666,0.055100002394611824,0.016789502621431213,0.13507821177730764,0.03260509579666704,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
any,20,6,66.66666666666666,0.055100002394611824,0.016789502621431213,0.13507821177730764,0.03260509579666704,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
long,30,6,16.666666666666664,-0.05178691585268505,-0.06374887906504569,0.13507821177730764,0.07633974172189602,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
any,30,6,16.666666666666664,-0.05178691585268505,-0.06374887906504569,0.13507821177730764,0.07633974172189602,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
long,60,6,50.0,0.021211348955730885,-0.021093993580063912,0.14067380173867305,0.13193183957044974,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
any,60,6,50.0,0.021211348955730885,-0.021093993580063912,0.14067380173867305,0.13193183957044974,66.66666666666667,33.333333333333336,US30,abc_only_longOnly,3,3
long,5,3946,54.916371008616316,0.006565467702690421,0.0021926735113484883,0.036654755121278616,0.027903186733588634,54.130765331981756,45.48910288900152,US30,abc_plus_research,2,10
short,5,2200,58.95454545454546,0.011192498304625625,0.002620754901401717,0.043905782512942984,0.031967353845043775,58.09090909090909,41.22727272727273,US30,abc_plus_research,2,10
any,5,6146,56.361861373250896,0.008221742893750859,0.0023036211472962317,0.039250306742115194,0.029357981339055816,55.548324113244384,43.96355353075171,US30,abc_plus_research,2,10
long,10,3946,57.577293461733404,0.011381957578631936,0.004659811532530648,0.0526568438934886,0.03863306280361252,54.333502280790675,45.53978712620375,US30,abc_plus_research,2,10
short,10,2200,61.18181818181818,0.02031963307657225,0.007285023430892592,0.06569565140569603,0.0424603612772677,58.5,41.22727272727273,US30,abc_plus_research,2,10
any,10,6146,58.867556134070945,0.01458125567421747,0.0057431903709788635,0.05732416841787134,0.04000306876554571,55.824926781646596,43.996095021151966,US30,abc_plus_research,2,10
long,20,3946,57.27318803852002,0.0167740783967066,0.007227167228086544,0.07507717074665098,0.05368034222037788,54.40952863659402,45.53978712620375,US30,abc_plus_research,2,10
short,20,2200,59.59090909090909,0.024381746428591138,0.008926864094625063,0.0939186347362442,0.0597281678895057,58.63636363636363,41.22727272727273,US30,abc_plus_research,2,10
any,20,6146,58.10283110966482,0.01949729181521392,0.007416146691434106,0.08182159326163715,0.05584520009087596,55.92255125284738,43.996095021151966,US30,abc_plus_research,2,10
long,30,3946,55.85402939685758,0.01790287742976956,0.007923347536151955,0.09025438981586446,0.06636674398038685,54.434870755195135,45.53978712620375,US30,abc_plus_research,2,10
short,30,2200,58.95454545454546,0.02837704053682615,0.009902646813036313,0.11548923066408216,0.07479566713103541,58.68181818181818,41.22727272727273,US30,abc_plus_research,2,10
any,30,6146,56.96387894565571,0.021652171089959038,0.00847024714650341,0.09928736245922258,0.06938393092009182,55.95509274324764,43.996095021151966,US30,abc_plus_research,2,10
long,60,3946,55.3978712620375,0.01943467001437912,0.01022507118941875,0.1254243764335269,0.09919666200661759,54.46021287379625,45.53978712620375,US30,abc_plus_research,2,10
short,60,2200,56.68181818181818,0.02851589013842485,0.010115924301740431,0.1595791887566839,0.11108085544151744,58.77272727272727,41.22727272727273,US30,abc_plus_research,2,10
any,60,6146,55.85746827204686,0.022685350826761253,0.010160781663763656,0.13765030990423066,0.10345068503896053,56.003904978848034,43.996095021151966,US30,abc_plus_research,2,10
long,5,1569,55.95920968769917,0.009334117023234601,0.0033025099075297223,0.04084860073261111,0.028019191512557166,54.74824729126832,44.93307839388145,US30,abc_plus_research,3,10
short,5,847,61.98347107438017,0.016143309107494928,0.008431347750937988,0.04911228103052117,0.030873247592692988,58.913813459268006,40.731995277449826,US30,abc_plus_research,3,10
any,5,2416,58.07119205298014,0.011721279976615602,0.005146166863509585,0.04374567739334365,0.02901976498104849,56.20860927152318,43.46026490066225,US30,abc_plus_research,3,10
long,10,1569,60.038240917782026,0.020282909279381166,0.007662422280689342,0.06018525635808729,0.03708038771539028,54.93945188017846,44.93307839388145,US30,abc_plus_research,3,10
short,10,847,66.11570247933885,0.02872707208418647,0.015035061764033728,0.07190756925983435,0.039331604582206234,59.149940968122785,40.731995277449826,US30,abc_plus_research,3,10
any,10,2416,62.168874172185426,0.02324325940176117,0.010210374590761396,0.06429485860468488,0.03786961813186094,56.41556291390729,43.46026490066225,US30,abc_plus_research,3,10
long,20,1569,59.59209687699172,0.029384817523104748,0.012279229683003984,0.08812199142631326,0.05112402932524001,55.003186743148504,44.93307839388145,US30,abc_plus_research,3,10
short,20,847,66.23376623376623,0.03871926154107297,0.019150033144288134,0.10371834839861724,0.05163554741563648,59.268004722550174,40.731995277449826,US30,abc_plus_research,3,10
any,20,2416,61.920529801324506,0.032657281961523246,0.01492165501061732,0.09358975399069301,0.05130335706636825,56.49834437086093,43.46026490066225,US30,abc_plus_research,3,10
long,30,1569,58.95474824729126,0.031020938333265836,0.01352014709920044,0.10511924550002348,0.0638262200281236,55.06692160611855,44.93307839388145,US30,abc_plus_research,3,10
short,30,847,63.282172373081465,0.04218020116296314,0.02230881346857432,0.12780418564752252,0.06502905983363913,59.268004722550174,40.731995277449826,US30,abc_plus_research,3,10
any,30,2416,60.47185430463576,0.03493314678390888,0.01600065266772694,0.11307211979842238,0.06424791096987513,56.53973509933775,43.46026490066225,US30,abc_plus_research,3,10
long,60,1569,56.469088591459524,0.027690431039309626,0.015423822925021239,0.14181122960760403,0.099390421915947,55.06692160611855,44.93307839388145,US30,abc_plus_research,3,10
short,60,847,60.09445100354191,0.04176666200132144,0.02116437950272174,0.1734655667024062,0.10300814086903608,59.268004722550174,40.731995277449826,US30,abc_plus_research,3,10
any,60,2416,57.74006622516556,0.03262526863236592,0.016994103861698057,0.15290859033579007,0.10065871990984868,56.53973509933775,43.46026490066225,US30,abc_plus_research,3,10
long,5,202,59.4059405940594,0.016295909755844665,0.0066559278943876645,0.04332646550333083,0.02406516909889499,51.48514851485149,48.01980198019802,US30,abc_plus_research,4,10
short,5,58,60.3448275862069,0.016812073850356143,0.009315916250069665,0.05848519288258043,0.03839657701485149,56.89655172413793,43.10344827586207,US30,abc_plus_research,4,10
any,5,260,59.61538461538461,0.01641105405385107,0.006659056844325084,0.046708027764855733,0.027262175480146825,52.69230769230769,46.92307692307692,US30,abc_plus_research,4,10
long,10,202,62.87128712871287,0.029354872944588,0.011846388139074281,0.06331213272927608,0.028798352027471094,51.48514851485149,48.51485148514851,US30,abc_plus_research,4,10
short,10,58,74.13793103448276,0.05170545611293408,0.030279885934172114,0.0954351375542483,0.04298776272624487,56.89655172413793,43.10344827586207,US30,abc_plus_research,4,10
any,10,260,65.38461538461539,0.03434077226675751,0.013792978738391571,0.07047803380561604,0.03196368210642832,52.69230769230769,47.30769230769231,US30,abc_plus_research,4,10
long,20,202,62.87128712871287,0.03553905348309151,0.019393110621470894,0.08308877798516164,0.04079716733037732,51.48514851485149,48.51485148514851,US30,abc_plus_research,4,10
short,20,58,70.6896551724138,0.07768874964985335,0.048583174381695425,0.1463617349250103,0.051401498915898854,56.89655172413793,43.10344827586207,US30,abc_plus_research,4,10
any,20,260,64.61538461538461,0.04494167801259991,0.022596787418607094,0.09720351453328174,0.04316274899176289,52.69230769230769,47.30769230769231,US30,abc_plus_research,4,10
long,30,202,59.4059405940594,0.03382338258860515,0.015352123452476649,0.09609837562755988,0.04831412230410349,51.48514851485149,48.51485148514851,US30,abc_plus_research,4,10
short,30,58,65.51724137931035,0.06399824236733168,0.04019041423689794,0.17946909707719796,0.06645191358989523,56.89655172413793,43.10344827586207,US30,abc_plus_research,4,10
any,30,260,60.76923076923077,0.04055469746232107,0.018540011029577724,0.11469645964324836,0.05236024497554935,52.69230769230769,47.30769230769231,US30,abc_plus_research,4,10
long,60,202,55.44554455445545,0.03776200167353847,0.020566060367386733,0.12725580931276673,0.07587588373581564,51.48514851485149,48.51485148514851,US30,abc_plus_research,4,10
short,60,58,60.3448275862069,0.07752897503655923,0.04640956517627695,0.24989719883863531,0.12908437990328175,56.89655172413793,43.10344827586207,US30,abc_plus_research,4,10
any,60,260,56.53846153846154,0.0466330957314431,0.02217730053263276,0.15461427313007586,0.08774547134240425,52.69230769230769,47.30769230769231,US30,abc_plus_research,4,10
long,5,3946,54.916371008616316,0.006565467702690421,0.0021926735113484883,0.036654755121278616,0.027903186733588634,54.130765331981756,45.48910288900152,US30,abc_plus_research_longOnly,2,10
any,5,3946,54.916371008616316,0.006565467702690421,0.0021926735113484883,0.036654755121278616,0.027903186733588634,54.130765331981756,45.48910288900152,US30,abc_plus_research_longOnly,2,10
long,10,3946,57.577293461733404,0.011381957578631936,0.004659811532530648,0.0526568438934886,0.03863306280361252,54.333502280790675,45.53978712620375,US30,abc_plus_research_longOnly,2,10
any,10,3946,57.577293461733404,0.011381957578631936,0.004659811532530648,0.0526568438934886,0.03863306280361252,54.333502280790675,45.53978712620375,US30,abc_plus_research_longOnly,2,10
long,20,3946,57.27318803852002,0.0167740783967066,0.007227167228086544,0.07507717074665098,0.05368034222037788,54.40952863659402,45.53978712620375,US30,abc_plus_research_longOnly,2,10
any,20,3946,57.27318803852002,0.0167740783967066,0.007227167228086544,0.07507717074665098,0.05368034222037788,54.40952863659402,45.53978712620375,US30,abc_plus_research_longOnly,2,10
long,30,3946,55.85402939685758,0.01790287742976956,0.007923347536151955,0.09025438981586446,0.06636674398038685,54.434870755195135,45.53978712620375,US30,abc_plus_research_longOnly,2,10
any,30,3946,55.85402939685758,0.01790287742976956,0.007923347536151955,0.09025438981586446,0.06636674398038685,54.434870755195135,45.53978712620375,US30,abc_plus_research_longOnly,2,10
long,60,3946,55.3978712620375,0.01943467001437912,0.01022507118941875,0.1254243764335269,0.09919666200661759,54.46021287379625,45.53978712620375,US30,abc_plus_research_longOnly,2,10
any,60,3946,55.3978712620375,0.01943467001437912,0.01022507118941875,0.1254243764335269,0.09919666200661759,54.46021287379625,45.53978712620375,US30,abc_plus_research_longOnly,2,10
long,5,1569,55.95920968769917,0.009334117023234601,0.0033025099075297223,0.04084860073261111,0.028019191512557166,54.74824729126832,44.93307839388145,US30,abc_plus_research_longOnly,3,10
any,5,1569,55.95920968769917,0.009334117023234601,0.0033025099075297223,0.04084860073261111,0.028019191512557166,54.74824729126832,44.93307839388145,US30,abc_plus_research_longOnly,3,10
long,10,1569,60.038240917782026,0.020282909279381166,0.007662422280689342,0.06018525635808729,0.03708038771539028,54.93945188017846,44.93307839388145,US30,abc_plus_research_longOnly,3,10
any,10,1569,60.038240917782026,0.020282909279381166,0.007662422280689342,0.06018525635808729,0.03708038771539028,54.93945188017846,44.93307839388145,US30,abc_plus_research_longOnly,3,10
long,20,1569,59.59209687699172,0.029384817523104748,0.012279229683003984,0.08812199142631326,0.05112402932524001,55.003186743148504,44.93307839388145,US30,abc_plus_research_longOnly,3,10
any,20,1569,59.59209687699172,0.029384817523104748,0.012279229683003984,0.08812199142631326,0.05112402932524001,55.003186743148504,44.93307839388145,US30,abc_plus_research_longOnly,3,10
long,30,1569,58.95474824729126,0.031020938333265836,0.01352014709920044,0.10511924550002348,0.0638262200281236,55.06692160611855,44.93307839388145,US30,abc_plus_research_longOnly,3,10
any,30,1569,58.95474824729126,0.031020938333265836,0.01352014709920044,0.10511924550002348,0.0638262200281236,55.06692160611855,44.93307839388145,US30,abc_plus_research_longOnly,3,10
long,60,1569,56.469088591459524,0.027690431039309626,0.015423822925021239,0.14181122960760403,0.099390421915947,55.06692160611855,44.93307839388145,US30,abc_plus_research_longOnly,3,10
any,60,1569,56.469088591459524,0.027690431039309626,0.015423822925021239,0.14181122960760403,0.099390421915947,55.06692160611855,44.93307839388145,US30,abc_plus_research_longOnly,3,10
long,5,202,59.4059405940594,0.016295909755844665,0.0066559278943876645,0.04332646550333083,0.02406516909889499,51.48514851485149,48.01980198019802,US30,abc_plus_research_longOnly,4,10
any,5,202,59.4059405940594,0.016295909755844665,0.0066559278943876645,0.04332646550333083,0.02406516909889499,51.48514851485149,48.01980198019802,US30,abc_plus_research_longOnly,4,10
long,10,202,62.87128712871287,0.029354872944588,0.011846388139074281,0.06331213272927608,0.028798352027471094,51.48514851485149,48.51485148514851,US30,abc_plus_research_longOnly,4,10
any,10,202,62.87128712871287,0.029354872944588,0.011846388139074281,0.06331213272927608,0.028798352027471094,51.48514851485149,48.51485148514851,US30,abc_plus_research_longOnly,4,10
long,20,202,62.87128712871287,0.03553905348309151,0.019393110621470894,0.08308877798516164,0.04079716733037732,51.48514851485149,48.51485148514851,US30,abc_plus_research_longOnly,4,10
any,20,202,62.87128712871287,0.03553905348309151,0.019393110621470894,0.08308877798516164,0.04079716733037732,51.48514851485149,48.51485148514851,US30,abc_plus_research_longOnly,4,10
long,30,202,59.4059405940594,0.03382338258860515,0.015352123452476649,0.09609837562755988,0.04831412230410349,51.48514851485149,48.51485148514851,US30,abc_plus_research_longOnly,4,10
any,30,202,59.4059405940594,0.03382338258860515,0.015352123452476649,0.09609837562755988,0.04831412230410349,51.48514851485149,48.51485148514851,US30,abc_plus_research_longOnly,4,10
long,60,202,55.44554455445545,0.03776200167353847,0.020566060367386733,0.12725580931276673,0.07587588373581564,51.48514851485149,48.51485148514851,US30,abc_plus_research_longOnly,4,10
any,60,202,55.44554455445545,0.03776200167353847,0.020566060367386733,0.12725580931276673,0.07587588373581564,51.48514851485149,48.51485148514851,US30,abc_plus_research_longOnly,4,10
